University Name,Subject,Ranking Instituion,Year,World Rank,Total Score
Deakin University,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Ege University,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Ewha Womans University,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Federal University of Ceara,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Federal University of Minas Gerais,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Federal University of Parana,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Ferdowsi University of Mashhad,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Guru Nanak Dev University,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Gyeongsang National University,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Hacettepe University,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Hainan University,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Harbin Institute of Technology,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Harvard University,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Henan University of Technology,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Hubei University of Technology,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Hunan Agricultural University,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Isfahan University of Technology,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Islamic Azad University,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Istanbul Technical University,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Karlsruhe Institute of Technology (KIT),Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Kasetsart University,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
King Saud University,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Kyung Hee University,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Kyungpook National University,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Lanzhou University,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Louisiana State University - Baton Rouge,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Nankai University,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
National Autonomous University of Mexico,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
National Chung Hsing University,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
National University of Colombia,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
National University of the Littoral,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Northwest University,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Peking University,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Polytechnic University of Madrid,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Pontifical Catholic University of Chile,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Poznan University of Life Sciences,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Shandong Agricultural University,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Shanghai Institute of Technology,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Shanghai Ocean University,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Shenyang Agricultural University,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Shenyang Pharmaceutical University,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Shiraz University,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Sichuan Agricultural University,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Sichuan University,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Soochow University (China),Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Sun Yat-sen University,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Taipei Medical University,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Tarbiat Modares University,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Technical University of Berlin,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Technion-Israel Institute of Technology,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Tehran University of Medical Sciences,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
The Chinese University of Hong Kong,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
The Hebrew University of Jerusalem,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
The State University of Maringa,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Tianjin University,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Tokyo University of Marine Science and Technology,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
TU Dresden,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Tufts University,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Universidad Autonoma de Queretaro,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Universidad de Burgos,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Universidad de Leon,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Universidade Estadual de Londrina,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Universidade Federal da Paraiba,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Universite d'Avignon et des Pays de Vaucluse,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Universite de Carthage,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
University of Arkansas at Fayetteville,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
University of Basilicata,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
University of Bonn,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
University of Castilla???€??La Mancha,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
University of Chile,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
University of Clermont Auvergne,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
University of Coimbra,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
University of Connecticut,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
University of Hamburg,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
University of Kiel,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
University of Limerick,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
University of Malaya,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
University of Messina,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
University of Modena and Reggio Emilia,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
University of Montreal,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
University of Murcia,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
University of Novi Sad,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
University of Palermo,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
University of Sassari,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
University of Teramo,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
University of Tras-os-Montes & Alto Douro,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
University of Turku,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
University of Veterinary Medicine Hannover,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
University of Veterinary Medicine Vienna,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
University of Warmia and Mazury in Olsztyn,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Victoria University,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Xiamen University,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Zhejiang University of Technology,Food Science & Technology,ShanghaiRanking-ARWU,2020,201-300,
Harvard University,Biotechnology,ShanghaiRanking-ARWU,2020,1,316.1
Massachusetts Institute of Technology (MIT),Biotechnology,ShanghaiRanking-ARWU,2020,2,270.3
Stanford University,Biotechnology,ShanghaiRanking-ARWU,2020,3,253.3
"University of California, Berkeley",Biotechnology,ShanghaiRanking-ARWU,2020,4,252.3
Technical University of Denmark,Biotechnology,ShanghaiRanking-ARWU,2020,5,250.3
University of Cambridge,Biotechnology,ShanghaiRanking-ARWU,2020,6,247.5
The University of Queensland,Biotechnology,ShanghaiRanking-ARWU,2020,7,241.9
Cornell University,Biotechnology,ShanghaiRanking-ARWU,2020,8,240.1
"University of California, San Diego",Biotechnology,ShanghaiRanking-ARWU,2020,9,236.6
Harbin Institute of Technology,Biotechnology,ShanghaiRanking-ARWU,2020,10,235.8
University of Copenhagen,Biotechnology,ShanghaiRanking-ARWU,2020,11,233.1
University of Illinois at Urbana-Champaign,Biotechnology,ShanghaiRanking-ARWU,2020,12,228.4
Wageningen University & Research,Biotechnology,ShanghaiRanking-ARWU,2020,13,228.3
Johns Hopkins University,Biotechnology,ShanghaiRanking-ARWU,2020,14,227.4
University of Oxford,Biotechnology,ShanghaiRanking-ARWU,2020,15,226.6
Zhejiang University,Biotechnology,ShanghaiRanking-ARWU,2020,16,225.8
"University of Minnesota, Twin Cities",Biotechnology,ShanghaiRanking-ARWU,2020,17,225.5
University of Washington,Biotechnology,ShanghaiRanking-ARWU,2020,17,225.5
University of Toronto,Biotechnology,ShanghaiRanking-ARWU,2020,19,225.4
University College London,Biotechnology,ShanghaiRanking-ARWU,2020,20,221.4
University of Pennsylvania,Biotechnology,ShanghaiRanking-ARWU,2020,21,220.5
Tsinghua University,Biotechnology,ShanghaiRanking-ARWU,2020,22,219.9
Ghent University,Biotechnology,ShanghaiRanking-ARWU,2020,23,219.2
University of British Columbia,Biotechnology,ShanghaiRanking-ARWU,2020,24,217.9
The University of Melbourne,Biotechnology,ShanghaiRanking-ARWU,2020,25,217.6
ETH Zurich,Biotechnology,ShanghaiRanking-ARWU,2020,26,217.4
University of Wisconsin - Madison,Biotechnology,ShanghaiRanking-ARWU,2020,27,215.9
"University of California, Los Angeles",Biotechnology,ShanghaiRanking-ARWU,2020,28,215.5
Seoul National University,Biotechnology,ShanghaiRanking-ARWU,2020,29,215.2
Imperial College London,Biotechnology,ShanghaiRanking-ARWU,2020,30,213.5
National University of Singapore,Biotechnology,ShanghaiRanking-ARWU,2020,31,213.4
China Agricultural University,Biotechnology,ShanghaiRanking-ARWU,2020,32,212.4
Shanghai Jiao Tong University,Biotechnology,ShanghaiRanking-ARWU,2020,33,212
King Abdulaziz University,Biotechnology,ShanghaiRanking-ARWU,2020,34,211.1
University of Florida,Biotechnology,ShanghaiRanking-ARWU,2020,35,209.6
Paris-Saclay University,Biotechnology,ShanghaiRanking-ARWU,2020,35,209.6
The University of Edinburgh,Biotechnology,ShanghaiRanking-ARWU,2020,37,209.1
Shandong University,Biotechnology,ShanghaiRanking-ARWU,2020,38,207.6
Sorbonne University,Biotechnology,ShanghaiRanking-ARWU,2020,39,207.1
The Ohio State University - Columbus,Biotechnology,ShanghaiRanking-ARWU,2020,40,206.9
"University of California, Davis",Biotechnology,ShanghaiRanking-ARWU,2020,41,206.8
Washington University in St. Louis,Biotechnology,ShanghaiRanking-ARWU,2020,42,205.6
University of Helsinki,Biotechnology,ShanghaiRanking-ARWU,2020,43,205.2
Baylor College of Medicine,Biotechnology,ShanghaiRanking-ARWU,2020,44,202.7
Hunan University,Biotechnology,ShanghaiRanking-ARWU,2020,45,202.4
University of North Carolina at Chapel Hill,Biotechnology,ShanghaiRanking-ARWU,2020,45,202.4
Michigan State University,Biotechnology,ShanghaiRanking-ARWU,2020,47,201.7
RWTH Aachen University,Biotechnology,ShanghaiRanking-ARWU,2020,48,200.6
"University of California, San Francisco",Biotechnology,ShanghaiRanking-ARWU,2020,49,200.5
University of Michigan-Ann Arbor,Biotechnology,ShanghaiRanking-ARWU,2020,50,200.4
Duke University,Biotechnology,ShanghaiRanking-ARWU,2020,51-75,
Georgia Institute of Technology,Biotechnology,ShanghaiRanking-ARWU,2020,51-75,
Heidelberg University,Biotechnology,ShanghaiRanking-ARWU,2020,51-75,
Huazhong Agricultural University,Biotechnology,ShanghaiRanking-ARWU,2020,51-75,
Jiangnan University,Biotechnology,ShanghaiRanking-ARWU,2020,51-75,
Karolinska Institute,Biotechnology,ShanghaiRanking-ARWU,2020,51-75,
King's College London,Biotechnology,ShanghaiRanking-ARWU,2020,51-75,
Korea Advanced Institute of Science and Technology,Biotechnology,ShanghaiRanking-ARWU,2020,51-75,
KU Leuven,Biotechnology,ShanghaiRanking-ARWU,2020,51-75,
Peking University,Biotechnology,ShanghaiRanking-ARWU,2020,51-75,
Pennsylvania State University - University Park,Biotechnology,ShanghaiRanking-ARWU,2020,51-75,
Pompeu Fabra University,Biotechnology,ShanghaiRanking-ARWU,2020,51-75,
South China University of Technology,Biotechnology,ShanghaiRanking-ARWU,2020,51-75,
Technical University of Munich,Biotechnology,ShanghaiRanking-ARWU,2020,51-75,
The University of Georgia,Biotechnology,ShanghaiRanking-ARWU,2020,51-75,
The University of Texas M. D. Anderson Cancer Center,Biotechnology,ShanghaiRanking-ARWU,2020,51-75,
Tianjin University,Biotechnology,ShanghaiRanking-ARWU,2020,51-75,
Tongji University,Biotechnology,ShanghaiRanking-ARWU,2020,51-75,
University of Jinan,Biotechnology,ShanghaiRanking-ARWU,2020,51-75,
"University of Maryland, College Park",Biotechnology,ShanghaiRanking-ARWU,2020,51-75,
University of Montpellier,Biotechnology,ShanghaiRanking-ARWU,2020,51-75,
University of Sao Paulo,Biotechnology,ShanghaiRanking-ARWU,2020,51-75,
University of Southern California,Biotechnology,ShanghaiRanking-ARWU,2020,51-75,
University of Technology Sydney,Biotechnology,ShanghaiRanking-ARWU,2020,51-75,
Utrecht University,Biotechnology,ShanghaiRanking-ARWU,2020,51-75,
Autonomous University of Barcelona,Biotechnology,ShanghaiRanking-ARWU,2020,76-100,
Chalmers University of Technology,Biotechnology,ShanghaiRanking-ARWU,2020,76-100,
Columbia University,Biotechnology,ShanghaiRanking-ARWU,2020,76-100,
East China University of Science and Technology,Biotechnology,ShanghaiRanking-ARWU,2020,76-100,
Huazhong University of Science and Technology,Biotechnology,ShanghaiRanking-ARWU,2020,76-100,
Iowa State University,Biotechnology,ShanghaiRanking-ARWU,2020,76-100,
Karlsruhe Institute of Technology (KIT),Biotechnology,ShanghaiRanking-ARWU,2020,76-100,
King Abdullah University of Science and Technology,Biotechnology,ShanghaiRanking-ARWU,2020,76-100,
Monash University,Biotechnology,ShanghaiRanking-ARWU,2020,76-100,
Nanjing Agricultural University,Biotechnology,ShanghaiRanking-ARWU,2020,76-100,
Nanjing University,Biotechnology,ShanghaiRanking-ARWU,2020,76-100,
Nanyang Technological University,Biotechnology,ShanghaiRanking-ARWU,2020,76-100,
North Carolina State University - Raleigh,Biotechnology,ShanghaiRanking-ARWU,2020,76-100,
Northwest A&F University,Biotechnology,ShanghaiRanking-ARWU,2020,76-100,
Purdue University - West Lafayette,Biotechnology,ShanghaiRanking-ARWU,2020,76-100,
Southwest University,Biotechnology,ShanghaiRanking-ARWU,2020,76-100,
Texas A&M University,Biotechnology,ShanghaiRanking-ARWU,2020,76-100,
The University of New South Wales,Biotechnology,ShanghaiRanking-ARWU,2020,76-100,
The University of Tokyo,Biotechnology,ShanghaiRanking-ARWU,2020,76-100,
University of Chicago,Biotechnology,ShanghaiRanking-ARWU,2020,76-100,
University of Geneva,Biotechnology,ShanghaiRanking-ARWU,2020,76-100,
University of Massachusetts Medical School - Worcester,Biotechnology,ShanghaiRanking-ARWU,2020,76-100,
Uppsala University,Biotechnology,ShanghaiRanking-ARWU,2020,76-100,
Washington State University,Biotechnology,ShanghaiRanking-ARWU,2020,76-100,
Yale University,Biotechnology,ShanghaiRanking-ARWU,2020,76-100,
Aarhus University,Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
Aix Marseille University,Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
Arizona State University,Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
Boston University,Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
Emory University,Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
Free University Berlin,Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
Fudan University,Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
Fuzhou University,Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
Humboldt University of Berlin,Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
Icahn School of Medicine at Mount Sinai,Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
Indiana University Bloomington,Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
Korea University,Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
KTH Royal Institute of Technology,Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
Leiden University,Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
Mayo Clinic Alix School of Medicine,Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
National Cheng Kung University,Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
National Taiwan University,Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
New York University,Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
Norwegian University of Life Sciences,Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
Oregon Health and Science University,Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
PSL University,Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
Radboud University Nijmegen,Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
"Rutgers, The State University of New Jersey - New Brunswick",Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
Sun Yat-sen University,Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
Swedish University of Agricultural Sciences,Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
Swiss Federal Institute of Technology Lausanne,Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
Tel Aviv University,Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
The University of Adelaide,Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
The University of Glasgow,Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
The University of Hong Kong,Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
The University of Texas at Austin,Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
The University of Texas Southwestern Medical Center at Dallas,Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
The University of Western Australia,Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
University College Cork,Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
University of Arizona,Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
University of Barcelona,Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
University of Bologna,Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
University of Bristol,Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
"University of California, Riverside",Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
University of Groningen,Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
University of Missouri - Columbia,Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
University of Munich,Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
University of Naples Federico II,Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
"University of Natural Resources and Life Sciences, Vienna",Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
University of Sydney,Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
University of Tennessee - Knoxville,Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
University of Tuebingen,Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
University of Utah,Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
University of Zurich,Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
Virginia Polytechnic Institute and State University,Biotechnology,ShanghaiRanking-ARWU,2020,101-150,
Aalto University,Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
Beijing Forestry University,Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
Beijing University of Chemical Technology,Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
Beijing University of Technology,Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
Central South University,Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
Charite - Universitats Medizin Berlin,Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
Chongqing University,Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
Claude Bernard University Lyon 1,Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
Dalian University of Technology,Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
Delft University of Technology,Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
Erasmus University Rotterdam,Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
Jiangsu University,Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
Kansas State University,Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
Lund University,Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
McGill University,Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
Nanchang University,Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
Newcastle University,Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
Northwestern University,Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
Oregon State University,Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
Paul Sabatier University (Toulouse 3),Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
Southeast University,Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
The University of Manchester,Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
TU Dresden,Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
University of Alberta,Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
University of Amsterdam,Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
University of Basel,Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
University of Birmingham,Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
University of Connecticut,Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
University of Delaware,Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
University of East Anglia,Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
University of Freiburg,Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
University of Goettingen,Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
University of Lausanne,Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
University of Liverpool,Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
University of Milan,Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
University of Nebraska - Lincoln,Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
University of Nottingham,Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
University of Oslo,Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
University of Padua,Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
University of Paris,Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
University of Pittsburgh,Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
University of Porto,Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
University of Science and Technology of China,Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
University of Southampton,Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
University of Vienna,Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
University of Warwick,Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
University of Wuerzburg,Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
Weizmann Institute of Science,Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
Wuhan University,Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
Xiamen University,Biotechnology,ShanghaiRanking-ARWU,2020,151-200,
Aalborg University,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
Academy of Scientific and Innovative Research (AcSIR),Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
Auburn University,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
Beijing Normal University,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
Bielefeld University,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
Brown University,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
Cardiff University,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
City University of Hong Kong,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
Colorado State University,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
Dartmouth College,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
East China Normal University,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
Fujian Agriculture and Forestry University,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
Goethe University Frankfurt,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
Griffith University,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
Hanyang University,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
Heinrich Heine University Duesseldorf,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
Hong Kong Baptist University,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
INSA Toulouse,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
James Cook University,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
Jilin University,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
Jinan University,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
Kobe University,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
Kyoto University,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
Laval University,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
Massey University,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
Murdoch University,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
Nanjing Forestry University,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
NanJing Tech University,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
Nankai University,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
National Autonomous University of Mexico,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
National Polytechnic Institute of Toulouse,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
National Taiwan University of Science and Technology,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
"National University of Ireland, Galway",Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
New University of Lisbon,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
Norwegian University of Science and Technology - NTNU,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
Ocean University of China,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
Osaka University,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
Pohang University of Science and Technology,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
Pusan National University,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
Queen Mary University of London,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
Queensland University of Technology,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
Rice University,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
Sapienza University of Rome,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
Shanghai University,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
Sichuan University,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
South China Agricultural University,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
Stockholm University,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
Sungkyunkwan University,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
Tabriz University of Medical Science,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
Tampere University,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
The Australian National University,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
The Chinese University of Hong Kong,Biotechnology,ShanghaiRanking-ARWU,2020,201-300,
