University Name,Subject,Ranking Instituion,Year,World Rank,Total Score
University of Cambridge,Medical Technology,ShanghaiRanking-ARWU,2020,47,173.5
Vanderbilt University,Medical Technology,ShanghaiRanking-ARWU,2020,48,172.3
Icahn School of Medicine at Mount Sinai,Medical Technology,ShanghaiRanking-ARWU,2020,49,171.8
University of Pittsburgh,Medical Technology,ShanghaiRanking-ARWU,2020,50,171.1
Columbia University,Medical Technology,ShanghaiRanking-ARWU,2020,51-75,
Northwestern University,Medical Technology,ShanghaiRanking-ARWU,2020,51-75,
RWTH Aachen University,Medical Technology,ShanghaiRanking-ARWU,2020,51-75,
Sorbonne University,Medical Technology,ShanghaiRanking-ARWU,2020,51-75,
The University of Texas Southwestern Medical Center at Dallas,Medical Technology,ShanghaiRanking-ARWU,2020,51-75,
University of Barcelona,Medical Technology,ShanghaiRanking-ARWU,2020,51-75,
University of Bern,Medical Technology,ShanghaiRanking-ARWU,2020,51-75,
University of British Columbia,Medical Technology,ShanghaiRanking-ARWU,2020,51-75,
"University of California, San Diego",Medical Technology,ShanghaiRanking-ARWU,2020,51-75,
University of Chicago,Medical Technology,ShanghaiRanking-ARWU,2020,51-75,
University of Cologne,Medical Technology,ShanghaiRanking-ARWU,2020,51-75,
University of Duisburg-Essen,Medical Technology,ShanghaiRanking-ARWU,2020,51-75,
University of Erlangen-Nuremberg,Medical Technology,ShanghaiRanking-ARWU,2020,51-75,
University of Freiburg,Medical Technology,ShanghaiRanking-ARWU,2020,51-75,
University of Hamburg,Medical Technology,ShanghaiRanking-ARWU,2020,51-75,
University of Lausanne,Medical Technology,ShanghaiRanking-ARWU,2020,51-75,
University of Liege,Medical Technology,ShanghaiRanking-ARWU,2020,51-75,
"University of Minnesota, Twin Cities",Medical Technology,ShanghaiRanking-ARWU,2020,51-75,
University of Montreal,Medical Technology,ShanghaiRanking-ARWU,2020,51-75,
University of North Carolina at Chapel Hill,Medical Technology,ShanghaiRanking-ARWU,2020,51-75,
University of Oslo,Medical Technology,ShanghaiRanking-ARWU,2020,51-75,
University of Padua,Medical Technology,ShanghaiRanking-ARWU,2020,51-75,
University of Southern California,Medical Technology,ShanghaiRanking-ARWU,2020,51-75,
University of Sydney,Medical Technology,ShanghaiRanking-ARWU,2020,51-75,
Uppsala University,Medical Technology,ShanghaiRanking-ARWU,2020,51-75,
Case Western Reserve University,Medical Technology,ShanghaiRanking-ARWU,2020,76-100,
Ghent University,Medical Technology,ShanghaiRanking-ARWU,2020,76-100,
Goethe University Frankfurt,Medical Technology,ShanghaiRanking-ARWU,2020,76-100,
Heinrich Heine University Duesseldorf,Medical Technology,ShanghaiRanking-ARWU,2020,76-100,
Karolinska Institute,Medical Technology,ShanghaiRanking-ARWU,2020,76-100,
Sapienza University of Rome,Medical Technology,ShanghaiRanking-ARWU,2020,76-100,
Swiss Federal Institute of Technology Lausanne,Medical Technology,ShanghaiRanking-ARWU,2020,76-100,
The University of Calgary,Medical Technology,ShanghaiRanking-ARWU,2020,76-100,
The University of Melbourne,Medical Technology,ShanghaiRanking-ARWU,2020,76-100,
The University of Queensland,Medical Technology,ShanghaiRanking-ARWU,2020,76-100,
TU Dresden,Medical Technology,ShanghaiRanking-ARWU,2020,76-100,
University of Basel,Medical Technology,ShanghaiRanking-ARWU,2020,76-100,
University of Bergen,Medical Technology,ShanghaiRanking-ARWU,2020,76-100,
University of Bologna,Medical Technology,ShanghaiRanking-ARWU,2020,76-100,
"University of California, Berkeley",Medical Technology,ShanghaiRanking-ARWU,2020,76-100,
University of Geneva,Medical Technology,ShanghaiRanking-ARWU,2020,76-100,
"University of Maryland, Baltimore",Medical Technology,ShanghaiRanking-ARWU,2020,76-100,
University of Milan,Medical Technology,ShanghaiRanking-ARWU,2020,76-100,
University of Muenster,Medical Technology,ShanghaiRanking-ARWU,2020,76-100,
University of Ottawa,Medical Technology,ShanghaiRanking-ARWU,2020,76-100,
University of Paris,Medical Technology,ShanghaiRanking-ARWU,2020,76-100,
Paris-Saclay University,Medical Technology,ShanghaiRanking-ARWU,2020,76-100,
University of Warwick,Medical Technology,ShanghaiRanking-ARWU,2020,76-100,
University of Wuerzburg,Medical Technology,ShanghaiRanking-ARWU,2020,76-100,
Western University,Medical Technology,ShanghaiRanking-ARWU,2020,76-100,
Yonsei University,Medical Technology,ShanghaiRanking-ARWU,2020,76-100,
Aalto University,Medical Technology,ShanghaiRanking-ARWU,2020,101-150,
Aix Marseille University,Medical Technology,ShanghaiRanking-ARWU,2020,101-150,
Baylor College of Medicine,Medical Technology,ShanghaiRanking-ARWU,2020,101-150,
Boston University,Medical Technology,ShanghaiRanking-ARWU,2020,101-150,
Brown University,Medical Technology,ShanghaiRanking-ARWU,2020,101-150,
Cardiff University,Medical Technology,ShanghaiRanking-ARWU,2020,101-150,
Catholic University of Louvain,Medical Technology,ShanghaiRanking-ARWU,2020,101-150,
Claude Bernard University Lyon 1,Medical Technology,ShanghaiRanking-ARWU,2020,101-150,
Korea University,Medical Technology,ShanghaiRanking-ARWU,2020,101-150,
Lund University,Medical Technology,ShanghaiRanking-ARWU,2020,101-150,
Medical University of Innsbruck,Medical Technology,ShanghaiRanking-ARWU,2020,101-150,
Medical University of South Carolina,Medical Technology,ShanghaiRanking-ARWU,2020,101-150,
National University of Singapore,Medical Technology,ShanghaiRanking-ARWU,2020,101-150,
Oregon Health and Science University,Medical Technology,ShanghaiRanking-ARWU,2020,101-150,
Pompeu Fabra University,Medical Technology,ShanghaiRanking-ARWU,2020,101-150,
PSL University,Medical Technology,ShanghaiRanking-ARWU,2020,101-150,
Queen Mary University of London,Medical Technology,ShanghaiRanking-ARWU,2020,101-150,
"St George's, University of London",Medical Technology,ShanghaiRanking-ARWU,2020,101-150,
Sun Yat-sen University,Medical Technology,ShanghaiRanking-ARWU,2020,101-150,
Sungkyunkwan University,Medical Technology,ShanghaiRanking-ARWU,2020,101-150,
Technical University of Denmark,Medical Technology,ShanghaiRanking-ARWU,2020,101-150,
The Chinese University of Hong Kong,Medical Technology,ShanghaiRanking-ARWU,2020,101-150,
The Hebrew University of Jerusalem,Medical Technology,ShanghaiRanking-ARWU,2020,101-150,
The University of Edinburgh,Medical Technology,ShanghaiRanking-ARWU,2020,101-150,
The University of Manchester,Medical Technology,ShanghaiRanking-ARWU,2020,101-150,
The University of New Mexico - Albuquerque,Medical Technology,ShanghaiRanking-ARWU,2020,101-150,
The University of New South Wales,Medical Technology,ShanghaiRanking-ARWU,2020,101-150,
The University of Texas Health Science Center at San Antonio,Medical Technology,ShanghaiRanking-ARWU,2020,101-150,
Universit???? libre de Bruxelles (ULB),Medical Technology,ShanghaiRanking-ARWU,2020,101-150,
"University at Buffalo, the State University of New York",Medical Technology,ShanghaiRanking-ARWU,2020,101-150,
University of Alabama at Birmingham,Medical Technology,ShanghaiRanking-ARWU,2020,101-150,
University of Antwerp,Medical Technology,ShanghaiRanking-ARWU,2020,101-150,
University of Birmingham,Medical Technology,ShanghaiRanking-ARWU,2020,101-150,
University of Bonn,Medical Technology,ShanghaiRanking-ARWU,2020,101-150,
"University of California, Davis",Medical Technology,ShanghaiRanking-ARWU,2020,101-150,
"University of California, Irvine",Medical Technology,ShanghaiRanking-ARWU,2020,101-150,
University of Iowa,Medical Technology,ShanghaiRanking-ARWU,2020,101-150,
University of Kiel,Medical Technology,ShanghaiRanking-ARWU,2020,101-150,
University of Leipzig,Medical Technology,ShanghaiRanking-ARWU,2020,101-150,
University of Naples Federico II,Medical Technology,ShanghaiRanking-ARWU,2020,101-150,
University of Nottingham,Medical Technology,ShanghaiRanking-ARWU,2020,101-150,
University of Rostock,Medical Technology,ShanghaiRanking-ARWU,2020,101-150,
University of Ulsan,Medical Technology,ShanghaiRanking-ARWU,2020,101-150,
University of Utah,Medical Technology,ShanghaiRanking-ARWU,2020,101-150,
University of Verona,Medical Technology,ShanghaiRanking-ARWU,2020,101-150,
University of Virginia,Medical Technology,ShanghaiRanking-ARWU,2020,101-150,
Vita-Salute San Raffaele University,Medical Technology,ShanghaiRanking-ARWU,2020,101-150,
Vrije Universiteit Brussel (VUB),Medical Technology,ShanghaiRanking-ARWU,2020,101-150,
Wayne State University,Medical Technology,ShanghaiRanking-ARWU,2020,101-150,
Autonomous University of Barcelona,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
Beijing Normal University,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
Capital Medical University,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
Catholic University of the Sacred Heart,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
Dartmouth College,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
Delft University of Technology,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
Fudan University,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
Hannover Medical School,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
Indiana University Bloomington,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
McMaster University,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
Medical University of Graz,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
Monash University,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
National Yang Ming University,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
Peking Union Medical College,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
Shanghai Jiao Tong University,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
Stony Brook University,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
The Ohio State University - Columbus,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
The University of Hong Kong,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
The University of Sheffield,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
The University of Texas Health Science Center at Houston,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
Thomas Jefferson University,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
Universit???? Della Svizzera Italiana,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
Universit???? Grenoble Alpes,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
University of Alberta,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
University of Bordeaux,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
University of Colorado Health Science Center,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
University of Electronic Science and Technology of China,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
University of Florence,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
University of Genoa,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
University of Goettingen,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
University of Gothenburg,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
University of Illinois at Chicago,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
University of Jena,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
University of Leeds,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
University of Luebeck,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
University of Miami,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
University of Montpellier,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
University of Pavia,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
University of Pisa,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
University of Rennes 1,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
University of Rochester,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
University of Sao Paulo,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
University of Sherbrooke,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
University of South Florida,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
University of Turin,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
University of Turku,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
University of Twente,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
University of Ulm,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
Wake Forest University,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
Yeshiva University,Medical Technology,ShanghaiRanking-ARWU,2020,151-200,
Air Force Medical University,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
Albert Einstein College of Medicine,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
Brescia University,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
Chang Gung University,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
Charles University in Prague,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
Eindhoven University of Technology,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
Georgetown University,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
Georgia Institute of Technology,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
Hokkaido University,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
Huazhong University of Science and Technology,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
Indiana University-Purdue University at Indianapolis,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
INSA Lyon,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
Kobe University,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
Korea Advanced Institute of Science and Technology,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
KTH Royal Institute of Technology,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
Kyoto University,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
Laval University,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
Linkoping University,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
Mansoura University,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
Medical College of Wisconsin,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
Michigan State University,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
Nanjing Medical University,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
Nanjing University,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
Nanyang Technological University,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
National and Kapodistrian University of Athens,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
National Taiwan University,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
Newcastle University,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
North Carolina State University - Raleigh,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
Norwegian University of Science and Technology - NTNU,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
Osaka University,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
Paracelsus Private Medical University,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
Peking University,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
Polytechnic University of Milan,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
Pontifical Catholic University of Chile,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
Purdue University - West Lafayette,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
Rush University,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
"Rutgers, The State University of New Jersey - New Brunswick",Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
Semmelweis University,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
Shandong University,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
Shenzhen University,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
Sichuan University,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
Southeast University,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
Southern Medical University,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
Stockholm University,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
Technion-Israel Institute of Technology,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
Tel Aviv University,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
Temple University,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
The George Washington University,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
The University of Adelaide,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
The University of Auckland,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
The University of Dundee,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
The University of Glasgow,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
The University of Texas at Austin,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
The University of Texas at Dallas,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
The University of Texas Medical Branch at Galveston,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
The University of Tokyo,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
The University of Western Australia,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
Tianjin Medical University,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
Tohoku University,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
Trinity College Dublin,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
Tsinghua University,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
Tufts University,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
Umea University,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
Uniformed Services University of the Health Sciences - USA,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
University of Arizona,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
University of Bochum,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
University of Bristol,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
University of Cincinnati,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
University of Coimbra,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
University of Connecticut,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
University of Eastern Finland,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
University of Florida,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
University of Helsinki,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
University of Illinois at Urbana-Champaign,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
University of Kentucky,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
University of Leicester,Medical Technology,ShanghaiRanking-ARWU,2020,201-300,
