Ranking,University Name,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
38,莱斯特大学University of Leicester,82.8,8.3,402,56.8,74.0,免费评估
39,玛格丽特女王大学Queen Margaret University,90.8,,326,56.4,73.8,免费评估
40,曼彻斯特大学The University of Manchester,75.9,23.0,429,53.7,73.5,免费评估
41,爱丁堡大学The University of Edinburgh,67.5,30.0,483,57.0,73.3,免费评估
42,Manchester Metropolitan University,84.7,17.4,337,50.1,73.0,免费评估
43,赫瑞瓦特大学Heriot Watt University,79.9,1.7,414,62.5,72.9,免费评估
44,诺丁汉特伦特大学Nottingham Trent University,88.3,5.0,329,53.0,72.7,免费评估
45,斯旺西大学Swansea University,75.1,15.0,364,66.8,72.5,免费评估
46,基尔大学Keele University,82.8,8.3,382,53.3,72.4,免费评估
47,约克圣约翰大学York St John University,84.8,0.0,311,64.0,72.0,免费评估
48,Coventry University,81.4,6.2,313,64.0,71.6,免费评估
48,英国女王大学Queen's University Belfast,78.9,13.3,386,53.3,71.6,免费评估
50,巴斯斯巴大学Bath Spa University,86.9,1.7,314,55.0,71.2,免费评估
51,西苏格兰大学University of the West of Scotland,88.5,,323,50.6,71.0,免费评估
52,普利茅斯大学University of Plymouth,82.2,13.3,328,51.6,70.9,免费评估
52,伦敦大学金史密斯学院Goldsmiths University of London,78.7,23.3,325,50.9,70.9,免费评估
52,切斯特大学University of Chester,85.7,5.0,308,54.0,70.9,免费评估
55,利物浦大学The University of Liverpool,76.1,13.3,400,54.3,70.8,免费评估
56,中央兰开夏大学University of Central Lancashire,83.6,10.0,339,48.7,70.5,免费评估
56,布鲁内尔大学Brunel University,81.2,15.0,356,47.0,70.5,免费评估
58,西英格兰大学University of the West of England,76.5,16.7,374,52.9,70.4,免费评估
59,亚伯大学Aberystwyth University,85.8,5.0,327,49.1,70.3,免费评估
60,赫特福德大学University of Hertfordshire,78.4,13.3,355,52.4,70.0,免费评估
60,阿伯泰邓迪大学University of Abertay Dundee,80.9,5.0,350,54.9,70.0,免费评估
62,德蒙福特大学De Montfort University,87.7,,306,50.4,69.9,免费评估
63,伯明翰城市大学Birmingham City University,88.3,,290,50.0,69.6,免费评估
64,蒂赛德大学Teesside University,88.4,,311,46.1,69.3,免费评估
65,米德塞斯大学Middlesex University,79.3,3.3,320,60.4,69.2,免费评估
65,伯恩茅斯大学Bournemouth University,82.1,15.0,326,44.1,69.2,免费评估
67,诺桑比亚大学Northumbria University,79.1,8.3,375,48.8,69.0,免费评估
68,布拉德福德大学University of Bradford,76.5,23.3,293,52.0,68.9,免费评估
69,利兹圣三一大学Leeds Trinity University,87.3,0.0,269,50.3,68.4,免费评估
70,牛津布鲁克斯大学Oxford Brookes University,76.7,8.3,369,51.7,68.3,免费评估
71,斯塔福德郡大学Staffordshire University,85.9,10.0,274,43.0,68.1,免费评估
72,伦敦大学玛丽女王学院Queen Mary University of London,71.4,20.0,377,50.7,68.0,免费评估
73,赫尔大学The University of Hull,76.5,15.0,315,51.6,67.8,免费评估
74,格林威治大学The University of Greenwich,87.3,5.0,301,38.5,67.6,免费评估
75,剑桥安鲁大学Anglia Ruskin University,82.7,18.3,262,41.6,67.4,免费评估
76,桑德兰大学University of Sunderland,88.1,1.7,281,40.7,67.2,免费评估
77,龙比亚大学Napier University,83.2,1.7,365,38.8,67.0,免费评估
77,泰晤士河谷大学Thames Valley University,82.1,0.0,267,55.9,67.0,免费评估
77,罗汉普顿大学Roehampton University,82.1,6.7,282,48.5,67.0,免费评估
80,阿尔斯特大学University of Ulster,87.4,11.7,298,30.0,66.8,免费评估
81,索尔福德大学University of Salford,78.0,15.0,329,42.4,66.7,免费评估
81,艾芝西尔大学Edge Hill University,87.8,,297,39.0,66.7,免费评估
83,东伦敦大学University of East London,86.5,6.7,258,40.7,66.6,免费评估
84,哈德斯菲尔德大学University of Huddersfield,78.2,,313,55.8,66.5,免费评估
85,利物浦约翰摩尔斯大学Liverpool John Moores University,77.6,11.7,338,43.1,66.2,免费评估
86,格林多大学Glyndwr University,75.1,,252,66.7,65.5,免费评估
87,哥比亚大学University of Cumbria,84.8,,214,50.0,65.1,免费评估
88,格罗斯特大学University of Gloucestershire,85.2,3.3,294,35.2,65.0,免费评估
89,威斯敏斯特大学University of Westminster,77.7,5.0,303,47.8,64.9,免费评估
90,奇切斯特大学University of Chichester,82.0,10.0,284,36.2,64.6,免费评估
91,南安普顿索伦特大学Southampton Solent University,80.7,,284,45.9,64.3,免费评估
91,布莱顿大学University of Brighton,75.4,11.7,307,44.5,64.3,免费评估
93,温切斯特大学University of Winchester,76.1,,344,47.2,64.2,免费评估
93,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,74.4,3.3,416,38.3,64.2,免费评估
93,卡迪夫都市大学Cardiff Metropolitan University,81.7,8.3,268,38.6,64.2,免费评估
96,南威尔士大学The University of South Wales,76.9,3.3,327,43.1,63.7,免费评估
96,利兹贝克特大学Leeds Beckett University,81.8,,307,38.3,63.7,免费评估
98,纽曼大学Newman University,78.3,,304,45.5,63.6,免费评估
99,北安普顿大学The University of Northampton,80.2,,288,40.3,62.7,免费评估
99,波尔顿大学University of Bolton,75.2,1.7,263,52.6,62.7,免费评估
99,德比大学University of Derby,76.7,3.3,289,44.7,62.7,免费评估
102,谢菲尔德哈莱姆大学Sheffield Hallam University,73.2,3.3,332,44.2,62.2,免费评估
103,坎特伯雷大学Canterbury Christ Church University,78.8,,286,39.1,61.6,免费评估
104,伦敦都市大学London Metropolitan University,71.3,3.3,264,53.1,61.1,免费评估
105,"特威克南圣玛丽大学St Mary's, Twickenham",76.5,,275,41.8,60.7,免费评估
106,金斯顿大学Kingston University,72.0,6.7,277,44.1,60.4,免费评估
107,贝德福德大学University of Bedfordshire,81.5,,217,37.7,60.3,免费评估
108,白金汉大学The University of Buckingham,78.2,,257,36.3,59.6,免费评估
108,伦敦南岸大学London South Bank University,74.8,6.7,266,36.6,59.6,免费评估
110,伍斯特大学University of Worcester,68.4,,296,45.5,58.0,免费评估
