Rank,University,Country,Score,Free
44,新南威尔士大学The University of New South Wales,Australia,56.1,免费评估
45,Catholic University of Leuven,Belgium,55.8,免费评估
46,INSEAD Business School,France,55.6,免费评估
47,University of California--San Diego,United States,55.3,免费评估
47,University of Washington,United States,55.3,免费评估
49,伊利诺伊大学香槟分校University of Illinois at Urbana-Champaign,United States,54.6,免费评估
50,University of Texas--Austin,United States,54.5,免费评估
51,波士顿大学Boston Universiy,United States,54.4,免费评估
52,德克萨斯A&M大学Texas A & M University,United States,54.1,免费评估
53,伦敦城市大学City University London,United Kingdom,53.9,免费评估
53,达特茅斯学院Dartmouth College,United States,53.9,免费评估
55,Aalto University,Finland,53.6,免费评估
56,University of British Columbia,Canada,53.5,免费评估
57,University of Queensland Australia,Australia,53.1,免费评估
58,Peking University,China,52.9,免费评估
58,University of Amsterdam,Netherlands,52.9,免费评估
60,悉尼大学The University of Sydney,Australia,52.7,免费评估
61,University of Zurich,Switzerland,52.0,免费评估
62,澳大利亚国立大学The Australian National University,Australia,51.8,免费评估
63,University of Munich,Germany,51.5,免费评估
64,University of North Carolina--Chapel Hill,United States,51.4,免费评估
65,Maastricht University,Netherlands,50.9,免费评估
65,University of Wisconsin--Madison,United States,50.9,免费评估
67,City University Hong Kong,Hong Kong,50.6,免费评估
68,Chinese University Hong Kong,Hong Kong,50.4,免费评估
69,Boston College,United States,50.3,免费评估
70,诺丁汉大学University of Nottingham,United Kingdom,50.0,免费评估
71,Swiss Federal Institute of Technology Zurich,Switzerland,49.6,免费评估
72,兰卡斯特大学Lancaster University,United Kingdom,48.6,免费评估
73,Tsinghua University,China,48.3,免费评估
74,Pompeu Fabra University,Spain,48.2,免费评估
75,Singapore Management University,Singapore,47.9,免费评估
76,"Rutgers, The State University of New Jersey--New Brunswick",United States,47.6,免费评估
77,University of Hong Kong,Hong Kong,47.4,免费评估
78,University of Mannheim,Germany,46.9,免费评估
79,Purdue University--West Lafayette,United States,46.7,免费评估
80,University of Texas--Dallas,United States,46.6,免费评估
81,Hong Kong Polytechnic University,Hong Kong,46.4,免费评估
81,University of St Gallen,Switzerland,46.4,免费评估
83,University of Alberta,Canada,46.2,免费评估
84,York University,Canada,46.1,免费评估
85,Paris School of Economics,France,45.7,免费评估
85,University of California--Davis,United States,45.7,免费评估
87,Georgia State University,United States,45.5,免费评估
88,University of Montreal,Canada,45.2,免费评估
89,利兹大学University of Leeds,United Kingdom,44.5,免费评估
90,"弗吉尼亚大学University of Virginia,Main Campus",United States,44.4,免费评估
91,佐治亚理工学院Georgia Institute of Technology,United States,44.3,免费评估
92,Lund University,Sweden,43.8,免费评估
93,Shanghai Jiao Tong University,China,43.3,免费评估
94,Universidad Carlos III de Madrid,Spain,43.2,免费评估
95,卡内基梅隆大学Carnegie Mellon University,United States,43.1,免费评估
96,Western University,Canada,43.0,免费评估
97,University Catholique of Louvain,Belgium,42.8,免费评估
98,Korea University,South Korea,42.5,免费评估
98,University of South Carolina,United States,42.5,免费评估
100,Vienna University of Economics,Austria,42.0,免费评估
101,Ghent University,Belgium,41.6,免费评估
102,Autonomous University of Barcelona,Spain,41.5,免费评估
103,圣母诺特丹大学University of Notre Dame,United States,41.4,免费评估
104,University of Arizona,United States,40.9,免费评估
105,Stockholm School of Economics,Sweden,40.6,免费评估
106,Northeastern University,United States,40.4,免费评估
107,University of Bonn,Germany,40.2,免费评估
108,乔治亚大学University of Georgia,United States,39.3,免费评估
109,University of Auckland,New Zealand,39.1,免费评估
110,Universite Federale Toulouse Midi-Pyrenees (ComUE),France,38.9,免费评估
111,Charles University in Prague,Czech Republic,38.8,免费评估
112,Aarhus University,Denmark,38.7,免费评估
112,佛罗里达大学University of Florida,United States,38.7,免费评估
114,BI Norwegian Business School,Norway,38.5,免费评估
115,圣路易斯华盛顿大学Washington University in St Louis,United States,38.2,免费评估
116,萨塞克斯大学University of Sussex,United Kingdom,37.9,免费评估
117,阿斯顿大学Aston University,United Kingdom,37.8,免费评估
118,Nanyang Technological University,Singapore,37.7,免费评估
118,爱丁堡大学The University of Edinburgh,United Kingdom,37.7,免费评估
120,Temple University,United States,37.6,免费评估
121,卡迪夫大学Cardiff University,United Kingdom,36.9,免费评估
121,Seoul National University,South Korea,36.9,免费评估
121,Stockholm University,Sweden,36.9,免费评估
124,University College Dublin,Ireland,36.7,免费评估
124,University of Technology Sydney,Australia,36.7,免费评估
126,Toulouse School of Economics,France,36.6,免费评估
127,Wageningen University and Research Center,Netherlands,36.5,免费评估
128,IU Kelley School of Business,United States,36.4,免费评估
128,McGill University,Canada,36.4,免费评估
128,University of Vienna,Austria,36.4,免费评估
131,University of Lausanne,Switzerland,35.9,免费评估
132,迪肯大学Deakin University,Australia,35.6,免费评估
132,Utrecht University,Netherlands,35.6,免费评估
134,Florida State University,United States,35.3,免费评估
135,University of Copenhagen,Denmark,35.1,免费评估
135,谢菲尔德大学The University of Sheffield,United Kingdom,35.1,免费评估
137,Fudan University,China,34.9,免费评估
137,Renmin University of China,China,34.9,免费评估
137,巴斯大学University of Bath,United Kingdom,34.9,免费评估
140,昆士兰科技大学Queensland University of Technology,Australia,34.8,免费评估
141,University of Bologna,Italy,34.7,免费评估
142,Simon Fraser University,Canada,34.1,免费评估
143,University of Gothenburg,Sweden,33.7,免费评估
144,乔治城大学Georgetown University,United States,33.5,免费评估
144,格里菲斯大学Griffith University,Australia,33.5,免费评估
146,PSL Research University Paris (ComUE),France,33.4,免费评估
147,University of Colorado--Boulder,United States,33.2,免费评估
148,Tel Aviv University,Israel,32.3,免费评估
149,南澳大学The University of South Australia,Australia,32.2,免费评估
150,Zhejiang University,China,32.1,免费评估
151,University of Cologne,Germany,32.0,免费评估
152,约克大学The University of York,United Kingdom,31.8,免费评估
153,George Washington University,United States,31.3,免费评估
154,University of Pittsburgh,United States,30.9,免费评估
155,雷丁大学University of Reading,United Kingdom,30.8,免费评估
156,Shanghai University of Finance and Economics,China,30.6,免费评估
156,思克莱德大学University of Strathclyde,United Kingdom,30.6,免费评估
158,University of Southern Denmark,Denmark,30.5,免费评估
159,杜伦大学Durham University,United Kingdom,30.3,免费评估
159,西澳大学The University of Western Australia,Australia,30.3,免费评估
161,George Mason University,United States,30.2,免费评估
161,Johann Wolfgang Goethe University Frankfurt am Main,Germany,30.2,免费评估
161,埃塞克斯大学University of Essex,United Kingdom,30.2,免费评估
164,南安普顿大学University of Southampton,United Kingdom,30.1,免费评估
165,格拉斯哥大学University of Glasgow,United Kingdom,30.0,免费评估
165,Xiamen University,China,30.0,免费评估
167,Sungkyunkwan University,South Korea,29.6,免费评估
167,University of Houston,United States,29.6,免费评估
169,约翰霍普金斯大学Johns Hopkins University,United States,29.4,免费评估
170,University of Illinois--Chicago,United States,29.2,免费评估
171,National Taiwan University,Taiwan,28.7,免费评估
171,University of Arkansas,United States,28.7,免费评估
171,伯明翰大学University of Birmingham,United Kingdom,28.7,免费评估
174,埃克塞特大学University of Exeter,United Kingdom,28.5,免费评估
175,Hebrew University of Jerusalem,Israel,28.4,免费评估
176,东英吉利大学University of East Anglia,United Kingdom,28.3,免费评估
177,University of California--Irvine,United States,28.2,免费评估
178,Université Libre de Bruxelles,Belgium,28.0,免费评估
179,Iowa State University,United States,27.9,免费评估
180,Yonsei University,South Korea,27.7,免费评估
181,University of Göttingen,Germany,27.6,免费评估
182,爱荷华大学University of Iowa,United States,27.4,免费评估
183,皇家墨尔本理工大学Royal Melbourne Institute of Technology University,Australia,27.3,免费评估
183,University of Connecticut,United States,27.3,免费评估
183,University of Lisbon,Portugal,27.3,免费评估
186,Uppsala University,Sweden,27.2,免费评估
187,Universite Sorbonne Paris Cite-USPC (ComUE),France,26.9,免费评估
188,Sun Yat-sen University,China,26.8,免费评估
189,University of Valencia,Spain,26.6,免费评估
190,范德堡大学Vanderbilt University,United States,26.3,免费评估
191,纽卡斯尔大学Newcastle University,United Kingdom,26.2,免费评估
192,University of Tokyo,Japan,25.9,免费评估
193,University of Massachusetts--Amherst,United States,25.5,免费评估
194,University of Hamburg,Germany,25.4,免费评估
195,科廷大学Curtin University,Australia,25.1,免费评估
196,伦敦国王学院King's College London,United Kingdom,24.7,免费评估
196,University of Waterloo,Canada,24.7,免费评估
198,University of Missouri,United States,24.6,免费评估
199,拉夫堡大学Loughborough University,United Kingdom,24.5,免费评估
200,University of Kiel,Germany,24.3,免费评估
