Ranking,University Name,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
39,蒂赛德大学Teesside University,84.6,,330.0,96.9,89.2,免费评估
40,斯特林大学University of Stirling,81.2,30.0,271.0,95.4,89.0,免费评估
41,斯塔福德郡大学Staffordshire University,82.1,,328.0,97.8,88.7,免费评估
41,利兹贝克特大学Leeds Beckett University,89.3,,299.0,95.9,88.7,免费评估
43,利物浦约翰摩尔斯大学Liverpool John Moores University,76.1,16.7,334.0,95.2,88.3,免费评估
44,切斯特大学University of Chester,81.1,5.0,314.0,97.2,88.2,免费评估
45,格林威治大学The University of Greenwich,87.7,13.3,300.0,91.7,88.1,免费评估
45,布拉德福德大学University of Bradford,78.8,18.3,328.0,93.0,88.1,免费评估
47,普利茅斯大学University of Plymouth,75.8,16.7,312.0,96.7,88.0,免费评估
48,北安普顿大学The University of Northampton,79.2,,326.0,98.1,87.9,免费评估
48,班戈大学Bangor University,80.6,,307.0,99.0,87.9,免费评估
50,赫尔大学The University of Hull,82.2,,351.0,93.1,87.5,免费评估
50,埃塞克斯大学University of Essex,91.2,,276.0,94.6,87.5,免费评估
52,龙比亚大学Napier University,79.8,16.7,284.0,95.7,87.4,免费评估
53,哥比亚大学University of Cumbria,77.9,,311.0,98.1,86.8,免费评估
54,"Kingston/St George's, University of London",70.3,25.0,288.0,97.0,86.6,免费评估
55,伍斯特大学University of Worcester,84.9,,273.0,96.5,86.4,免费评估
56,坎特伯雷大学Canterbury Christ Church University,79.1,,292.0,98.0,86.2,免费评估
57,邓迪大学University of Dundee,80.4,23.3,237.0,95.2,86.1,免费评估
57,贝德福德大学University of Bedfordshire,83.2,,262.0,98.0,86.1,免费评估
59,英国女王大学Queen's University Belfast,72.4,20.0,295.0,94.6,85.6,免费评估
60,布莱顿大学University of Brighton,68.1,5.0,315.0,98.7,85.0,免费评估
61,剑桥安鲁大学Anglia Ruskin University,78.1,,273.0,97.7,84.9,免费评估
62,阿伯泰邓迪大学University of Abertay Dundee,87.6,,266.0,91.2,84.3,免费评估
63,罗伯特高登大学The Robert Gordon University,76.6,,300.0,91.8,82.8,免费评估
64,伦敦南岸大学London South Bank University,65.7,15.0,271.0,95.4,82.0,免费评估
65,University of Lincoln,61.9,,321.0,95.2,80.9,免费评估
66,白金汉大学The University of Buckingham,74.0,3.3,272.0,90.6,80.6,免费评估
67,西苏格兰大学University of the West of Scotland,78.1,,258.0,82.8,76.8,免费评估
68,米德塞斯大学Middlesex University,81.2,15.0,282.0,72.7,76.2,免费评估
