Rank,University,Country,Score,Free
58,City University Hong Kong,Hong Kong,52.5,免费评估
59,Maastricht University,Netherlands,52.0,免费评估
59,University of North Carolina--Chapel Hill,United States,52.0,免费评估
61,悉尼大学The University of Sydney,Australia,51.9,免费评估
62,University of Queensland Australia,Australia,51.8,免费评估
63,Catholic University of Leuven,Belgium,51.7,免费评估
64,澳大利亚国立大学The Australian National University,Australia,51.3,免费评估
65,伦敦城市大学City University London,United Kingdom,50.8,免费评估
65,University of Zurich,Switzerland,50.8,免费评估
67,University of Alberta,Canada,50.7,免费评估
68,Pompeu Fabra University,Spain,50.6,免费评估
69,诺丁汉大学University of Nottingham,United Kingdom,49.6,免费评估
70,Swiss Federal Institute of Technology Zurich,Switzerland,49.5,免费评估
71,兰卡斯特大学Lancaster University,United Kingdom,49.0,免费评估
72,University of Montreal,Canada,48.9,免费评估
73,Boston College,United States,48.4,免费评估
74,佐治亚理工学院Georgia Institute of Technology,United States,47.9,免费评估
75,University Catholique of Louvain,Belgium,47.8,免费评估
75,University of Mannheim,Germany,47.8,免费评估
77,Singapore Management University,Singapore,47.7,免费评估
78,Paris School of Economics,France,47.3,免费评估
79,"Rutgers, The State University of New Jersey--New Brunswick",United States,46.9,免费评估
80,University of St Gallen,Switzerland,46.6,免费评估
81,Georgia State University,United States,46.4,免费评估
82,University of Hong Kong,Hong Kong,46.3,免费评估
83,"弗吉尼亚大学University of Virginia,Main Campus",United States,45.8,免费评估
84,Purdue University--West Lafayette,United States,45.7,免费评估
85,卡内基梅隆大学Carnegie Mellon University,United States,45.4,免费评估
86,University of Texas--Dallas,United States,45.3,免费评估
87,Aalto University,Finland,44.8,免费评估
88,Tsinghua University,China,44.5,免费评估
89,York University,Canada,44.4,免费评估
90,Hong Kong Polytechnic University,Hong Kong,44.2,免费评估
91,University of Navarra,Spain,42.8,免费评估
92,Stockholm School of Economics,Sweden,42.3,免费评估
93,Autonomous University of Barcelona,Spain,42.2,免费评估
94,University of Auckland,New Zealand,42.1,免费评估
95,University of Arizona,United States,41.9,免费评估
95,Western University,Canada,41.9,免费评估
97,University of California--Davis,United States,41.6,免费评估
98,Korea University,South Korea,41.5,免费评估
98,University of Bonn,Germany,41.5,免费评估
100,利兹大学University of Leeds,United Kingdom,41.2,免费评估
101,Lund University,Sweden,40.6,免费评估
102,Shanghai Jiao Tong University,China,40.4,免费评估
103,圣母诺特丹大学University of Notre Dame,United States,39.9,免费评估
103,University of South Carolina,United States,39.9,免费评估
105,Vienna University of Economics,Austria,39.7,免费评估
105,圣路易斯华盛顿大学Washington University in St Louis,United States,39.7,免费评估
107,Aarhus University,Denmark,39.3,免费评估
107,Toulouse School of Economics,France,39.3,免费评估
109,Charles University in Prague,Czech Republic,38.5,免费评估
110,Ghent University,Belgium,38.4,免费评估
110,Simon Fraser University,Canada,38.4,免费评估
112,Seoul National University,South Korea,38.3,免费评估
113,Nanyang Technological University,Singapore,37.7,免费评估
114,Universidad Carlos III de Madrid,Spain,36.9,免费评估
115,University of Technology Sydney,Australia,36.6,免费评估
116,阿斯顿大学Aston University,United Kingdom,36.4,免费评估
117,National Taiwan University,Taiwan,35.9,免费评估
118,卡迪夫大学Cardiff University,United Kingdom,35.5,免费评估
118,Temple University,United States,35.5,免费评估
120,McGill University,Canada,35.3,免费评估
121,Renmin University of China,China,35.1,免费评估
121,佛罗里达大学University of Florida,United States,35.1,免费评估
123,乔治亚大学University of Georgia,United States,34.9,免费评估
124,萨塞克斯大学University of Sussex,United Kingdom,34.4,免费评估
125,Hebrew University of Jerusalem,Israel,34.1,免费评估
126,Tel Aviv University,Israel,34.0,免费评估
127,巴斯大学University of Bath,United Kingdom,33.9,免费评估
128,University of Copenhagen,Denmark,33.7,免费评估
128,爱丁堡大学The University of Edinburgh,United Kingdom,33.7,免费评估
128,Utrecht University,Netherlands,33.7,免费评估
131,Fudan University,China,33.3,免费评估
132,谢菲尔德大学The University of Sheffield,United Kingdom,33.1,免费评估
133,迪肯大学Deakin University,Australia,33.0,免费评估
134,BI Norwegian Business School,Norway,32.9,免费评估
134,Northeastern University,United States,32.9,免费评估
136,乔治城大学Georgetown University,United States,32.6,免费评估
137,University of Vienna,Austria,32.5,免费评估
138,George Washington University,United States,32.4,免费评估
139,Stockholm University,Sweden,32.2,免费评估
140,Florida State University,United States,31.7,免费评估
141,Universite Toulouse 1 Capitole,France,31.5,免费评估
142,University of Colorado--Boulder,United States,30.7,免费评估
143,西澳大学The University of Western Australia,Australia,30.6,免费评估
143,Xiamen University,China,30.6,免费评估
145,IU Kelley School of Business,United States,30.4,免费评估
146,University of California--Irvine,United States,30.3,免费评估
146,Zhejiang University,China,30.3,免费评估
148,University of Tennessee,United States,30.1,免费评估
149,约克大学The University of York,United Kingdom,30.0,免费评估
150,University of Bologna,Italy,29.8,免费评估
150,University of Gothenburg,Sweden,29.8,免费评估
152,昆士兰科技大学Queensland University of Technology,Australia,29.7,免费评估
153,南安普顿大学University of Southampton,United Kingdom,29.6,免费评估
154,University of Arkansas,United States,29.2,免费评估
155,University of Houston,United States,29.0,免费评估
155,雷丁大学University of Reading,United Kingdom,29.0,免费评估
157,思克莱德大学University of Strathclyde,United Kingdom,28.4,免费评估
157,Yonsei University,South Korea,28.4,免费评估
159,埃塞克斯大学University of Essex,United Kingdom,28.3,免费评估
160,University of Cologne,Germany,28.2,免费评估
160,东英吉利大学University of East Anglia,United Kingdom,28.2,免费评估
162,Johann Wolfgang Goethe University Frankfurt am Main,Germany,28.0,免费评估
163,Université Libre de Bruxelles,Belgium,27.7,免费评估
164,雪城大学Syracuse University,United States,27.4,免费评估
165,George Mason University,United States,27.2,免费评估
166,伯明翰大学University of Birmingham,United Kingdom,26.8,免费评估
167,University of Lisbon,Portugal,26.7,免费评估
167,范德堡大学Vanderbilt University,United States,26.7,免费评估
167,Wageningen University and Research Center,Netherlands,26.7,免费评估
170,University of Connecticut,United States,26.6,免费评估
171,University of Illinois--Chicago,United States,26.3,免费评估
172,National Chengchi University,Taiwan,26.1,免费评估
173,格里菲斯大学Griffith University,Australia,26.0,免费评估
174,格拉斯哥大学University of Glasgow,United Kingdom,25.5,免费评估
175,University of Pittsburgh,United States,25.4,免费评估
176,约翰霍普金斯大学Johns Hopkins University,United States,25.1,免费评估
176,Shanghai University of Finance,China,25.1,免费评估
176,University of Valencia,Spain,25.1,免费评估
179,杜伦大学Durham University,United Kingdom,25.0,免费评估
180,University of Tokyo,Japan,24.9,免费评估
181,Athens University of Economics and Business,Greece,24.8,免费评估
181,University of Southern Denmark,Denmark,24.8,免费评估
183,Iowa State University,United States,24.7,免费评估
183,University of Massachusetts--Amherst,United States,24.7,免费评估
185,埃克塞特大学University of Exeter,United Kingdom,24.5,免费评估
186,Uppsala University,Sweden,24.3,免费评估
187,南澳大学The University of South Australia,Australia,23.7,免费评估
188,University of Ljubljana,Slovenia,23.2,免费评估
189,University of Waterloo,Canada,23.0,免费评估
190,拉夫堡大学Loughborough University,United Kingdom,21.7,免费评估
191,University of Aix-Marseille,France,21.5,免费评估
192,University of Kiel,Germany,21.1,免费评估
193,弗吉尼亚理工大学Virginia Polytechnic Institute and State University,United States,21.0,免费评估
194,University of Pantheon Sorbonne - Paris I,France,20.1,免费评估
195,North Carolina State University--Raleigh,United States,19.9,免费评估
196,纽卡斯尔大学Newcastle University,United Kingdom,19.6,免费评估
197,Drexel University,United States,19.1,免费评估
198,科廷大学Curtin University,Australia,18.8,免费评估
199,University of Barcelona,Spain,18.5,免费评估
200,University of Alabama,United States,18.3,免费评估
