Rank,University,Country,Score,Free
157,University of New Mexico,United States,42.0,免费评估
157,University of Western Sydney,Australia,42.0,免费评估
160,University of Kansas,United States,41.8,免费评估
161,Seoul National University,South Korea,41.6,免费评估
162,Beijing Normal University,China,41.4,免费评估
163,莱斯特大学University of Leicester,United Kingdom,41.1,免费评估
164,Temple University,United States,41.0,免费评估
164,University of Freiburg,Germany,41.0,免费评估
166,Trinity College Dublin,Ireland,40.7,免费评估
166,University of Gothenburg,Sweden,40.7,免费评估
168,University of Alberta,Canada,40.4,免费评估
168,肯特大学University of Kent,United Kingdom,40.4,免费评估
168,University of Milan - Bicocca,Italy,40.4,免费评估
168,Uppsala University,Sweden,40.4,免费评估
172,Queen's University,Canada,40.3,免费评估
173,University of Turku,Finland,40.2,免费评估
174,University of Hamburg,Germany,39.9,免费评估
175,凯斯西储大学Case Western Reserve University,United States,39.7,免费评估
176,伦敦政治经济学院The London School of Economics and Political Science,United Kingdom,39.6,免费评估
177,University of Auckland,New Zealand,39.4,免费评估
177,University of Bergen,Norway,39.4,免费评估
177,利兹大学University of Leeds,United Kingdom,39.4,免费评估
177,谢菲尔德大学The University of Sheffield,United Kingdom,39.4,免费评估
181,University of California--Riverside,United States,39.3,免费评估
181,乔治亚大学University of Georgia,United States,39.3,免费评估
183,Medical University of Vienna,Austria,39.2,免费评估
183,Nanyang Technological University,Singapore,39.2,免费评估
185,圣母诺特丹大学University of Notre Dame,United States,39.1,免费评估
185,University of Ottawa,Canada,39.1,免费评估
187,University of Bologna,Italy,39.0,免费评估
188,University of Münster,Germany,38.9,免费评估
189,Friedrich Schiller University of Jena,Germany,38.8,免费评估
189,Linköping University,Sweden,38.8,免费评估
189,University of Kentucky,United States,38.8,免费评估
192,Pierre and Marie Curie University,France,38.5,免费评估
193,Lund University,Sweden,38.3,免费评估
193,Medical University of South Carolina,United States,38.3,免费评估
195,杜伦大学Durham University,United Kingdom,38.2,免费评估
196,University of Lausanne,Switzerland,37.8,免费评估
197,迪肯大学Deakin University,Australia,37.6,免费评估
197,Johann Wolfgang Goethe University Frankfurt am Main,Germany,37.6,免费评估
197,Stockholm University,Sweden,37.6,免费评估
197,University of Valencia,Spain,37.6,免费评估
