Rank,University,Country,Score,Free
49,Pierre and Marie Curie University,France,74.4,免费评估
49,University of Göttingen,Germany,74.4,免费评估
51,Arizona State University--Tempe,United States,73.7,免费评估
52,University of Bern,Switzerland,73.3,免费评估
53,University of California--San Diego,United States,73.1,免费评估
54,University of Toronto,Canada,73.0,免费评估
55,爱丁堡大学The University of Edinburgh,United Kingdom,72.7,免费评估
56,东英吉利大学University of East Anglia,United Kingdom,72.1,免费评估
56,University of North Carolina--Chapel Hill,United States,72.1,免费评估
58,Universite Grenoble Alpes (UGA),France,72.0,免费评估
59,University of California--Irvine,United States,71.5,免费评估
60,University of Texas--Austin,United States,71.3,免费评估
61,Uppsala University,Sweden,71.2,免费评估
62,谢菲尔德大学The University of Sheffield,United Kingdom,70.5,免费评估
63,University of Barcelona,Spain,70.1,免费评估
64,Tsinghua University,China,69.7,免费评估
65,雷丁大学University of Reading,United Kingdom,69.4,免费评估
66,匹兹堡州立大学Pittsburg State University,United States,69.3,免费评估
67,兰卡斯特大学Lancaster University,United Kingdom,69.0,免费评估
68,伦敦大学学院University College London,United Kingdom,68.8,免费评估
68,University of Vienna,Austria,68.8,免费评估
70,Ghent University,Belgium,68.5,免费评估
71,University of Oslo,Norway,68.4,免费评估
72,阿伯丁大学University of Aberdeen,United Kingdom,68.2,免费评估
73,National University of Singapore,Singapore,68.0,免费评估
74,Universidade de São Paulo,Brazil,67.7,免费评估
75,University of Alberta,Canada,67.4,免费评估
75,University of Gothenburg,Sweden,67.4,免费评估
77,波士顿大学Boston Universiy,United States,67.2,免费评估
77,麦考瑞大学Macquarie University,Australia,67.2,免费评估
79,University of California--Santa Cruz,United States,67.1,免费评估
80,University of Antwerp,Belgium,66.7,免费评估
81,University of Montana,United States,66.4,免费评估
82,布里斯托大学University of Bristol,United Kingdom,66.0,免费评估
83,Beijing Normal University,China,64.9,免费评估
84,悉尼大学The University of Sydney,Australia,64.8,免费评估
85,"Rutgers, The State University of New Jersey--New Brunswick",United States,64.6,免费评估
85,Umeå University,Sweden,64.6,免费评估
85,乔治亚大学University of Georgia,United States,64.6,免费评估
88,伊利诺伊大学香槟分校University of Illinois at Urbana-Champaign,United States,64.5,免费评估
89,Ohio State University--Columbus,United States,64.1,免费评估
89,塔斯马尼亚大学The University of Tasmania,Australia,64.1,免费评估
91,University of Western Sydney,Australia,63.9,免费评估
92,University of Alaska--Fairbanks,United States,63.6,免费评估
93,阿德莱德大学University of Adelaide,Australia,63.2,免费评估
94,Autonomous University of Barcelona,Spain,63.0,免费评估
94,University of Freiburg,Germany,63.0,免费评估
96,North Carolina State University--Raleigh,United States,62.9,免费评估
96,University of Basel,Switzerland,62.9,免费评估
98,Nanjing University,China,62.7,免费评估
99,普利茅斯大学University of Plymouth,United Kingdom,62.5,免费评估
100,University of Amsterdam,Netherlands,62.4,免费评估
100,芝加哥大学The University of Chicago,United States,62.4,免费评估
102,National Autonomous University of Mexico,Mexico,62.0,免费评估
102,University of Guelph,Canada,62.0,免费评估
104,University of Massachusetts--Amherst,United States,61.7,免费评估
105,University of Lisbon,Portugal,61.6,免费评估
106,蒙纳士大学Monash University,Australia,61.5,免费评估
106,南安普顿大学University of Southampton,United Kingdom,61.5,免费评估
108,AgroParisTech,France,61.3,免费评估
109,Delft University of Technology,Netherlands,61.2,免费评估
110,Indiana University--Bloomington,United States,61.1,免费评估
110,Technical University of Munich,Germany,61.1,免费评估
110,University of Tokyo,Japan,61.1,免费评估
113,University of Cape Town,South Africa,61.0,免费评估
114,约克大学The University of York,United Kingdom,60.9,免费评估
115,麻省理工学院Massachusetts Institute of Technology,United States,60.8,免费评估
116,École Polytechnique Federale of Lausanne,Switzerland,60.4,免费评估
117,Université du Québec à Montréal,Canada,60.3,免费评估
118,University of Connecticut,United States,60.2,免费评估
118,Zhejiang University,China,60.2,免费评估
120,Versailles Saint-Quentin-en-Yvelines University (UVSQ),France,60.1,免费评估
121,伯明翰大学University of Birmingham,United Kingdom,60.0,免费评估
122,University of Tennessee,United States,59.9,免费评估
123,Technical University of Denmark,Denmark,59.7,免费评估
124,格里菲斯大学Griffith University,Australia,59.3,免费评估
125,Stellenbosch University,South Africa,59.1,免费评估
125,University of Lausanne,Switzerland,59.1,免费评估
127,University of Otago,New Zealand,59.0,免费评估
128,University of Groningen,Netherlands,58.9,免费评估
128,University of Savoie,France,58.9,免费评估
130,布朗大学Brown University,United States,58.6,免费评估
130,Universite Paul-Valery Montpellier 3,France,58.6,免费评估
130,University of Bergen,Norway,58.6,免费评估
133,University of Porto,Portugal,58.2,免费评估
134,University of California--Riverside,United States,58.1,免费评估
135,Humboldt-Universität zu Berlin,Germany,58.0,免费评估
135,Universitat de Girona,Spain,58.0,免费评估
137,德克萨斯A&M大学Texas A & M University,United States,57.9,免费评估
138,Simon Fraser University,Canada,57.8,免费评估
138,Stony Brook University--SUNY,United States,57.8,免费评估
140,University of Aix-Marseille,France,57.7,免费评估
141,Kyoto University,Japan,57.4,免费评估
142,University of Tartu,Estonia,57.1,免费评估
143,Norwegian University of Life Sciences,Norway,57.0,免费评估
144,Norwegian University of Science and Technology,Norway,56.4,免费评估
145,曼彻斯特大学The University of Manchester,United Kingdom,56.2,免费评估
145,University of Potsdam,Germany,56.2,免费评估
147,Charles University in Prague,Czech Republic,56.0,免费评估
147,University of Auckland,New Zealand,56.0,免费评估
149,University of Hong Kong,Hong Kong,55.6,免费评估
150,Dalhousie University,Canada,55.3,免费评估
151,Florida State University,United States,54.7,免费评估
152,Hokkaido University,Japan,54.6,免费评估
152,University of Bayreuth,Germany,54.6,免费评估
154,Purdue University--West Lafayette,United States,54.5,免费评估
154,University of Vermont,United States,54.5,免费评估
156,University of Bonn,Germany,54.4,免费评估
157,Northern Arizona University,United States,54.0,免费评估
158,佐治亚理工学院Georgia Institute of Technology,United States,53.6,免费评估
159,"Eberhard Karls University, Tübingen",Germany,53.4,免费评估
159,Johann Wolfgang Goethe University Frankfurt am Main,Germany,53.4,免费评估
161,National Taiwan University,Taiwan,53.2,免费评估
161,Radboud University Nijmegen,Netherlands,53.2,免费评估
163,昆士兰科技大学Queensland University of Technology,Australia,52.7,免费评估
164,弗吉尼亚理工大学Virginia Polytechnic Institute and State University,United States,52.5,免费评估
165,University of Tromsø,Norway,52.4,免费评估
166,University of Munich,Germany,52.1,免费评估
167,University of New Hampshire,United States,51.9,免费评估
168,Catholic University of Leuven,Belgium,51.6,免费评估
169,Université de Rennes 1,France,51.5,免费评估
169,University of Saskatchewan,Canada,51.5,免费评估
171,University of Hawaii--Manoa,United States,51.4,免费评估
172,University at Albany--SUNY,United States,50.9,免费评估
173,Sun Yat-sen University,China,50.6,免费评估
174,King Abdullah University of Science & Technology,Saudi Arabia,50.0,免费评估
174,圣安德鲁斯大学University of St Andrews,United Kingdom,50.0,免费评估
176,Iowa State University,United States,49.8,免费评估
176,Louisiana State University--Baton Rouge,United States,49.8,免费评估
176,University of Bodenkultur Wien,Austria,49.8,免费评估
179,University of Kansas,United States,49.6,免费评估
180,University of Montreal,Canada,49.5,免费评估
181,Laval University,Canada,49.3,免费评估
182,"弗吉尼亚大学University of Virginia,Main Campus",United States,49.2,免费评估
183,班戈大学Bangor University,United Kingdom,49.0,免费评估
183,University of Kiel,Germany,49.0,免费评估
185,University of Technology Sydney,Australia,48.8,免费评估
186,University of New Mexico,United States,48.7,免费评估
187,Montana State University,United States,48.6,免费评估
187,State University of Campinas,Brazil,48.6,免费评估
187,Université Paris-Sud,France,48.6,免费评估
190,Aveiro University,Portugal,48.5,免费评估
190,约翰霍普金斯大学Johns Hopkins University,United States,48.5,免费评估
192,King Abdulaziz University,Saudi Arabia,48.4,免费评估
193,Ecole Pratique des Hautes Etudes,France,48.3,免费评估
193,Florida International University,United States,48.3,免费评估
195,Nankai University,China,48.2,免费评估
196,University of Calgary,Canada,48.1,免费评估
197,Karlsruhe Institute of Technology,Germany,48.0,免费评估
197,University of Waterloo,Canada,48.0,免费评估
199,Fudan University,China,47.8,免费评估
200,Washington State University,United States,47.6,免费评估
