Ranking,University Name,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
73,坎特伯雷大学Canterbury Christ Church University,1.4,230.0,0.83,0.37,免费评估
74,罗汉普顿大学Roehampton University,2.0,257.0,0.72,0.46,免费评估
75,布拉德福德大学University of Bradford,1.5,249.0,0.77,0.41,免费评估
76,哥比亚大学University of Cumbria,1.3,304.0,0.69,0.53,免费评估
77,布鲁内尔大学Brunel University,,288.0,0.74,0.58,免费评估
78,格罗斯特大学University of Gloucestershire,1.4,240.0,0.74,0.46,免费评估
79,艾芝西尔大学Edge Hill University,1.5,225.0,0.72,0.5,免费评估
80,伍斯特大学University of Worcester,0.5,234.0,0.77,0.51,免费评估
81,曼彻斯特城市大学Manchester Metropolitan University,1.1,283.0,0.74,0.39,免费评估
82,索尔福德大学University of Salford,1.5,231.0,0.71,0.45,免费评估
83,德比大学University of Derby,,230.0,,0.53,免费评估
84,考文垂大学Coventry University,,294.0,,0.42,免费评估
85,威斯敏斯特大学University of Westminster,1.2,261.0,,0.36,免费评估
86,斯塔福德郡大学Staffordshire University,,208.0,0.78,0.43,免费评估
87,约克圣约翰大学York St John University,,253.0,0.77,0.4,免费评估
88,利物浦约翰摩尔斯大学Liverpool John Moores University,1.1,231.0,0.73,0.3,免费评估
89,纽波特大学University of Wales Newport,1.0,,0.69,0.4,免费评估
90,利兹都会大学Leeds Metropolitan University,,240.0,0.74,0.32,免费评估
