Ranking,University Name,Location,Teaching,International Outlook,Research,Citations,Industry Income,Overall score,Free
65,卡内基梅隆大学Carnegie Mellon University,United States,40.7,43.0,52.7,86.8,39.6,52.4,免费评估
66,Chinese University of Hong Kong,Hong Kong,46.0,85.3,52.6,49.9,47.1,52.2,免费评估
66,Lomonosov Moscow State University,Russian Federation,58.6,92.0,46.7,29.8,49.8,52.2,免费评估
66,Tsinghua University,China,53.2,72.2,50.0,36.4,100.0,52.2,免费评估
69,俄亥俄州立大学Ohio State University,United States,46.3,35.0,54.1,71.9,38.8,52.1,免费评估
70,"伦敦大学伯克贝克学院Birkbeck, University Of London",United Kingdom,46.3,69.6,47.4,62.8,38.6,50.8,免费评估
71,University of Copenhagen,Denmark,47.2,65.1,41.6,72.0,47.4,50.3,免费评估
71,伦敦大学玛丽女王学院Queen Mary University of London,United Kingdom,43.9,59.1,52.1,58.5,38.4,50.3,免费评估
73,北卡罗来纳州大学教堂山分校University of North Carolina at Chapel Hill,United States,49.9,23.6,50.7,60.8,38.6,49.7,免费评估
74,伯明翰大学University of Birmingham,United Kingdom,45.1,56.2,51.0,52.2,54.9,49.6,免费评估
75,Indiana University,United States,52.0,28.7,49.8,55.8,-,49.4,免费评估
76,University of Arizona,United States,39.5,29.7,45.0,94.0,38.7,49.1,免费评估
77,University of Zurich,Switzerland,44.9,82.2,33.3,78.7,46.1,48.5,免费评估
78,格拉斯哥大学University of Glasgow,United Kingdom,42.9,59.0,41.4,74.2,38.8,48.3,免费评估
79,University of Groningen,Netherlands,35.6,65.3,45.8,74.7,58.7,48.2,免费评估
80,乔治城大学Georgetown University,United States,50.4,34.4,42.9,61.2,43.0,48.0,免费评估
81,马里兰大学University of Maryland-College Park,United States,41.0,20.0,48.4,78.8,39.3,47.9,免费评估
82,埃克塞特大学University of Exeter,United Kingdom,44.7,70.9,38.6,66.6,38.7,47.6,免费评估
83,University of Cologne,Germany,37.9,55.1,46.9,60.6,94.8,47.5,免费评估
83,"西雅图华盛顿大学University of Washington,Seattle Campus",United States,39.3,48.3,43.7,77.6,38.6,47.5,免费评估
85,利兹大学University of Leeds,United Kingdom,47.3,43.6,47.6,49.7,40.8,47.4,免费评估
86,"University of California, Santa Cruz",United States,43.3,21.4,36.9,96.4,40.9,47.2,免费评估
87,Radboud University Nijmegen,Netherlands,37.0,67.3,46.6,62.8,40.3,47.0,免费评估
88,University of Göttingen,Germany,40.8,51.5,45.5,60.2,38.6,46.3,免费评估
88,Stockholm University,Sweden,36.8,60.5,44.3,68.3,39.7,46.3,免费评估
90,Hebrew University of Jerusalem,Israel,40.3,49.3,53.0,43.3,38.6,46.2,免费评估
91,宾州州立大学Pennsylvania State University,United States,39.6,32.3,46.4,67.6,48.9,46.1,免费评估
92,University of Massachusetts,United States,41.6,28.4,47.6,62.5,40.0,46.0,免费评估
93,Université Catholique de Louvain,Belgium,43.9,62.4,45.3,44.2,41.6,45.9,免费评估
94,波士顿大学Boston University,United States,46.6,34.4,34.3,74.4,38.6,45.2,免费评估
95,伊利诺伊大学香槟分校University of Illinois at Urbana-Champaign,United States,45.2,46.0,39.5,57.3,45.6,45.1,免费评估
96,布里斯托大学University of Bristol,United Kingdom,36.3,61.2,38.9,73.6,38.6,44.9,免费评估
97,麦考瑞大学Macquarie University,Australia,37.7,59.0,39.7,63.8,68.0,44.8,免费评估
98,"加利福尼亚大学圣地亚哥分校University of California,San Diego",United States,33.7,34.7,41.7,82.0,57.8,44.7,免费评估
98,"弗吉尼亚大学University of Virginia,Main Campus",United States,44.9,27.4,40.1,63.4,45.4,44.7,免费评估
100,Autonomous University of Barcelona,Spain,45.1,48.5,41.3,47.5,53.6,44.6,免费评估
100,Ghent University,Belgium,30.7,55.9,45.8,64.5,77.2,44.6,免费评估
