Ranking,University Name,Location,Teaching,International Outlook,Research,Citations,Industry Income,Overall score,Free
72,Fudan University,China,52.5,25.9,47.2,93.3,46.7,59.8,免费评估
72,马里兰大学University of Maryland-College Park,United States,54.5,43.4,58.6,75.1,40.6,59.8,免费评估
74,Chinese University of Hong Kong,Hong Kong,43.9,78.1,52.7,83.3,33.1,59.4,免费评估
74,Hong Kong Polytechnic University,Hong Kong,46.8,72.5,49.9,81.4,50.3,59.4,免费评估
76,Chalmers University of Technology,Sweden,56.9,69.3,49.1,71.5,49.7,59.1,免费评估
77,"加州大学戴维斯分校University of California,Davis",United States,50.2,74.8,52.4,73.5,42.2,58.7,免费评估
78,滑铁卢大学University of Waterloo,Canada,54.4,72.9,45.5,77.0,38.1,58.5,免费评估
79,National Taiwan University,Taiwan,61.0,28.8,66.2,55.0,41.2,57.5,免费评估
80,CentraleSupélec,France,53.5,80.6,29.3,89.0,41.4,57.4,免费评估
81,弗吉尼亚理工大学Virginia Polytechnic Institute and State University,United States,50.3,38.4,58.1,70.2,49.2,57.2,免费评估
82,Polytechnic University of Milan,Italy,51.7,48.4,47.2,77.7,43.3,56.8,免费评估
83,悉尼大学The University of Sydney,Australia,48.2,92.4,55.0,58.6,53.9,56.7,免费评估
84,阿尔伯塔大学University of Alberta,Canada,47.6,83.6,46.3,63.7,85.2,56.2,免费评估
85,Nanjing University,China,42.8,44.3,44.8,77.9,93.0,55.7,免费评估
86,Lund University,Sweden,45.9,66.1,39.6,81.9,43.4,55.3,免费评估
87,纽约大学New York University,United States,40.1,63.5,35.8,93.9,36.9,55.2,免费评估
87,University of Stuttgart,Germany,49.0,47.9,52.3,59.2,99.4,55.2,免费评估
89,利兹大学University of Leeds,United Kingdom,50.2,88.2,40.2,69.8,35.5,54.7,免费评估
90,University of Erlangen-Nuremberg,Germany,33.6,52.0,41.8,83.3,99.6,54.4,免费评估
91,科罗拉多大学波尔得分校University of Colorado Boulder,United States,42.7,49.6,40.1,85.7,43.5,54.3,免费评估
92,南安普顿大学University of Southampton,United Kingdom,40.1,91.2,48.2,68.0,42.1,54.1,免费评估
93,特拉华大学University of Delaware,United States,34.8,59.5,41.5,77.5,100.0,53.6,免费评估
94,北卡罗来纳州立大学North Carolina State University at Raleigh,United States,41.7,59.5,40.7,79.1,44.2,53.1,免费评估
95,University of Massachusetts,United States,38.3,56.4,34.6,89.3,45.7,52.9,免费评估
96,Aalborg University,Denmark,36.1,79.0,25.8,94.4,37.3,52.3,免费评估
96,诺丁汉大学The University of Nottingham,United Kingdom,33.2,85.1,39.9,77.5,53.2,52.3,免费评估
96,谢菲尔德大学The University of Sheffield,United Kingdom,34.6,87.6,41.6,71.2,66.0,52.3,免费评估
99,Mines ParisTech,France,50.5,60.7,27.3,73.6,81.3,52.2,免费评估
100,波士顿大学Boston University,United States,40.0,57.5,37.5,83.2,31.7,52.0,免费评估
100,圣母诺特丹大学University of Notre Dame,United States,36.1,56.1,33.2,90.6,42.0,52.0,免费评估
