Ranking,University Name,Location,Teaching,International Outlook,Research,Citations,Industry Income,Overall score,Free
60,诺丁汉大学University of Nottingham,United Kingdom,44.6,69.4,65.2,68.4,40.4,59.1,免费评估
60,谢菲尔德大学The University of Sheffield,United Kingdom,63.5,71.1,49.4,63.1,36.0,59.1,免费评估
62,曼彻斯特大学The University of Manchester,United Kingdom,53.1,67.4,50.9,73.2,35.9,58.6,免费评估
63,Brown University,United States,46.3,32.0,47.0,94.3,37.0,58.4,免费评估
63,Seoul National University,South Korea,72.9,61.6,67.9,30.1,56.5,58.4,免费评估
65,KU Leuven,Belgium,39.9,59.3,69.5,61.7,100.0,57.7,免费评估
66,Korea University,South Korea,40.8,63.8,51.2,72.9,100.0,55.9,免费评估
67,Free University of Berlin,Germany,52.9,53.3,49.1,66.8,47.2,55.4,免费评估
68,约克大学The University of York,United Kingdom,39.7,93.4,35.3,86.4,36.2,55.2,免费评估
69,"University of California, Santa Barbara",United States,53.7,48.7,34.0,81.2,58.2,55.1,免费评估
69,University of Technology Sydney,Australia,52.4,78.7,38.8,69.3,56.9,55.1,免费评估
71,Boston University,United States,55.5,36.2,42.7,74.3,35.9,54.9,免费评估
71,开放大学The Open University,United Kingdom,51.6,44.9,37.2,82.6,36.0,54.9,免费评估
73,Texas A&M University,United States,56.1,37.6,62.5,49.6,46.4,54.6,免费评估
74,"University of California, Irvine",United States,52.1,44.7,32.3,85.7,37.0,54.5,免费评估
75,University of Western Australia,Australia,49.0,80.3,44.4,63.3,55.3,54.1,免费评估
76,Trinity College Dublin,Ireland,43.6,95.7,51.1,59.0,36.3,53.8,免费评估
77,"University of Maryland, College Park",United States,48.8,22.4,43.8,79.5,36.7,53.5,免费评估
78,University of Oslo,Norway,39.3,66.9,41.5,75.4,37.5,51.9,免费评估
79,南安普顿大学University of Southampton,United Kingdom,43.2,83.2,37.3,70.6,35.9,51.8,免费评估
80,University of Iowa,United States,50.1,26.3,50.0,63.1,42.9,51.7,免费评估
81,伯明翰大学University of Birmingham,United Kingdom,43.2,67.3,50.4,58.8,36.9,51.3,免费评估
82,University of Groningen,Netherlands,26.2,59.2,47.1,80.1,83.8,51.2,免费评估
83,University of Rochester,United States,41.9,55.1,29.4,85.8,35.9,51.1,免费评估
84,Macquarie University,Australia,34.9,44.6,47.6,74.1,56.3,50.7,免费评估
85,University of Colorado Boulder,United States,36.1,24.0,51.9,74.5,42.4,50.6,免费评估
86,University of Connecticut,United States,36.8,21.6,48.3,78.1,35.9,50.4,免费评估
87,University of Amsterdam,Netherlands,38.8,47.1,50.5,65.7,36.8,50.2,免费评估
88,University of Alberta,Canada,47.6,68.0,43.4,56.1,44.1,50.1,免费评估
88,National Sun Yat-Sen University,Taiwan,48.5,55.3,27.7,73.4,67.1,50.1,免费评估
90,Ghent University,Belgium,31.9,52.0,39.5,78.9,88.4,50.0,免费评估
91,利兹大学University of Leeds,United Kingdom,53.3,67.1,37.4,56.0,35.9,49.9,免费评估
92,North Carolina State University,United States,42.5,26.1,55.9,55.0,56.9,49.1,免费评估
92,University of Zurich,Switzerland,30.6,83.1,41.2,70.7,44.1,49.1,免费评估
94,Victoria University of Wellington,New Zealand,38.6,77.5,39.0,64.8,42.2,49.0,免费评估
95,University of Cape Town,South Africa,36.4,68.4,40.1,65.9,65.9,48.7,免费评估
95,University of Jyväskylä,Finland,41.8,49.8,39.5,67.8,36.2,48.7,免费评估
97,Delft University of Technology,Netherlands,28.9,93.9,31.5,73.3,100.0,48.5,免费评估
97,University of Hawai’i at Mānoa,United States,48.4,47.2,38.4,60.5,43.7,48.5,免费评估
99,华威大学The University of Warwick,United Kingdom,33.0,67.3,43.4,65.7,35.9,47.8,免费评估
100,Autonomous University of Barcelona,Spain,50.8,53.2,50.4,39.6,38.2,47.5,免费评估
100,University of Miami,United States,31.1,47.6,33.4,81.2,57.4,47.5,免费评估
