Rank,University,Country,Score,Free
131,University of Barcelona,Spain,54.9,免费评估
132,Complutense University of Madrid,Spain,54.8,免费评估
133,University of Auvergne,France,54.7,免费评估
133,悉尼大学The University of Sydney,Australia,54.7,免费评估
135,Sun Yat-sen University,China,54.5,免费评估
135,University of Padua,Italy,54.5,免费评估
137,University of Hamburg,Germany,54.4,免费评估
138,杜克大学Duke University,United States,54.3,免费评估
139,莱斯大学Rice University,United States,54.2,免费评估
139,University of Queensland Australia,Australia,54.2,免费评估
141,Communaute d'Universites et Etablissements d'Aquitaine (ComUE),France,54.0,免费评估
141,Hokkaido University,Japan,54.0,免费评估
141,Languedoc-Roussillon Universites (ComUE),France,54.0,免费评估
144,Heidelberg University,Germany,53.9,免费评估
144,University of Geneva,Switzerland,53.9,免费评估
146,Florida State University,United States,53.8,免费评估
146,伯明翰大学University of Birmingham,United Kingdom,53.8,免费评估
146,University of Lausanne,Switzerland,53.8,免费评估
149,约翰霍普金斯大学Johns Hopkins University,United States,53.7,免费评估
149,Seoul National University,South Korea,53.7,免费评估
151,University of Strasbourg,France,53.6,免费评估
152,University of Cape Town,South Africa,53.5,免费评估
153,Hebrew University of Jerusalem,Israel,53.2,免费评估
154,Stony Brook University--SUNY,United States,53.0,免费评估
154,University at Albany--SUNY,United States,53.0,免费评估
154,Victoria University of Wellington,New Zealand,53.0,免费评估
157,University of Granada,Spain,52.9,免费评估
157,爱荷华大学University of Iowa,United States,52.9,免费评估
159,University of Victoria,Canada,52.8,免费评估
160,King Abdulaziz University,Saudi Arabia,52.7,免费评估
161,Université Libre de Bruxelles,Belgium,52.4,免费评估
162,University of Oklahoma,United States,52.3,免费评估
162,École Polytechnique Federale of Lausanne,Switzerland,52.3,免费评估
164,University of Bayreuth,Germany,51.6,免费评估
165,Nagoya University,Japan,51.3,免费评估
165,Open University,United Kingdom,51.3,免费评估
165,Technical University of Denmark,Denmark,51.3,免费评估
165,University of Cologne,Germany,51.3,免费评估
169,Vienna University of Technology,Austria,51.1,免费评估
170,Autonomous University of Barcelona,Spain,51.0,免费评估
171,China University of Petroleum,China,50.9,免费评估
172,Dalhousie University,Canada,50.8,免费评估
173,University of Chile,Chile,50.7,免费评估
174,University of Münster,Germany,50.5,免费评估
175,University of Otago,New Zealand,50.4,免费评估
176,阿伯丁大学University of Aberdeen,United Kingdom,50.3,免费评估
176,University of Oregon,United States,50.3,免费评估
178,University of Liège,Belgium,50.1,免费评估
178,弗吉尼亚理工大学Virginia Polytechnic Institute and State University,United States,50.1,免费评估
180,National Autonomous University of Mexico,Mexico,50.0,免费评估
180,Universite Lille-Nord-de-France (ComUE),France,50.0,免费评估
180,University of Orleans,France,50.0,免费评估
183,M. V. Lomonosov Moscow State University,Russia,49.9,免费评估
183,University of Kansas,United States,49.9,免费评估
185,"Northwest University, Xi'an",China,49.8,免费评估
185,University of Milan - Bicocca,Italy,49.8,免费评估
187,Sapienza University of Rome,Italy,49.7,免费评估
188,University of Waterloo,Canada,49.6,免费评估
189,University Catholique of Louvain,Belgium,49.4,免费评估
190,兰卡斯特大学Lancaster University,United Kingdom,49.2,免费评估
191,University of Massachusetts--Amherst,United States,48.8,免费评估
192,Catholic University of Leuven,Belgium,48.7,免费评估
192,University of Witwatersrand,South Africa,48.7,免费评估
194,University of Maryland--Baltimore County,United States,48.6,免费评估
194,Université de Rennes 1,France,48.6,免费评估
196,Charles University in Prague,Czech Republic,48.4,免费评估
197,University of Gothenburg,Sweden,48.3,免费评估
197,诺丁汉大学University of Nottingham,United Kingdom,48.3,免费评估
199,"Eberhard Karls University, Tübingen",Germany,48.1,免费评估
200,Colorado School of Mines,United States,47.7,免费评估
