Ranking,University Name,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
48,伯恩茅斯大学Bournemouth University,1.8,241.0,0.73,0.83,免费评估
49,西英格兰大学University of the West of England,2.2,252.0,0.72,0.77,免费评估
49,布莱顿大学University of Brighton,2.6,246.0,0.7,0.75,免费评估
49,布鲁内尔大学Brunel University,2.7,302.0,0.72,0.64,免费评估
52,伦敦城市大学City University London,2.6,223.0,0.68,0.8,免费评估
52,阿尔斯特大学University of Ulster,2.4,230.0,0.76,0.64,免费评估
54,牛津布鲁克斯大学Oxford Brookes University,2.5,206.0,0.72,0.76,免费评估
55,斯特林大学University of Stirling,2.0,261.0,,0.7,免费评估
56,德蒙福特大学De Montfort University,2.2,187.0,0.78,0.65,免费评估
57,格林威治大学The University of Greenwich,1.1,169.0,0.88,0.61,免费评估
58,朴茨茅斯大学University of Portsmouth,1.4,242.0,0.74,0.71,免费评估
59,基尔大学Keele University,,262.0,0.81,0.73,免费评估
60,蒂赛德大学Teesside University,2.4,281.0,0.73,0.54,免费评估
60,格拉摩根大学University of Glamorgan,1.8,256.0,0.76,0.58,免费评估
62,中央兰开夏大学University of Central Lancashire,,213.0,0.8,0.78,免费评估
62,龙比亚大学Napier University,1.4,265.0,,0.69,免费评估
64,诺丁汉特伦特大学Nottingham Trent University,1.5,217.0,0.68,0.82,免费评估
64,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,1.0,300.0,0.78,0.55,免费评估
66,索尔福德大学University of Salford,2.7,179.0,0.72,0.63,免费评估
67,利物浦约翰摩尔斯大学Liverpool John Moores University,2.2,195.0,0.69,0.72,免费评估
67,赫特福德大学University of Hertfordshire,2.5,191.0,0.72,0.63,免费评估
69,诺桑比亚大学Northumbria University,,238.0,0.81,0.68,免费评估
70,斯塔福德郡大学Staffordshire University,1.4,207.0,0.72,0.73,免费评估
71,考文垂大学Coventry University,1.6,280.0,,0.6,免费评估
72,伦敦大学金史密斯学院Goldsmiths University of London,2.9,219.0,0.67,0.59,免费评估
73,林肯大学University of Lincoln,2.5,243.0,0.71,0.51,免费评估
73,曼彻斯特城市大学Manchester Metropolitan University,1.7,222.0,0.71,0.64,免费评估
75,纽曼大学Newman University,,156.0,,0.86,免费评估
76,哈德斯菲尔德大学University of Huddersfield,1.5,246.0,0.7,0.63,免费评估
77,金斯顿大学Kingston University,1.7,198.0,0.72,0.62,免费评估
77,哥比亚大学University of Cumbria,,277.0,0.74,0.7,免费评估
79,谢菲尔德哈莱姆大学Sheffield Hallam University,1.3,223.0,0.68,0.66,免费评估
79,切斯特大学University of Chester,,244.0,0.73,0.7,免费评估
81,奇切斯特大学University of Chichester,,272.0,,0.65,免费评估
82,贝德福德大学University of Bedfordshire,1.4,148.0,0.74,0.6,免费评估
83,阿伯泰邓迪大学University of Abertay Dundee,,314.0,,0.56,免费评估
84,布拉德福德大学University of Bradford,2.0,229.0,0.63,0.61,免费评估
84,格罗斯特大学University of Gloucestershire,,179.0,0.75,0.69,免费评估
86,米德塞斯大学Middlesex University,1.9,144.0,0.67,0.57,免费评估
86,德比大学University of Derby,,234.0,0.68,0.7,免费评估
88,桑德兰大学University of Sunderland,1.3,191.0,0.69,0.55,免费评估
89,伍尔弗汉普顿大学University of Wolverhampton,,172.0,0.77,0.56,免费评估
90,伍斯特大学University of Worcester,,178.0,0.72,0.67,免费评估
91,剑桥安鲁大学Anglia Ruskin University,,240.0,0.71,0.59,免费评估
92,北安普顿大学The University of Northampton,,202.0,0.71,0.61,免费评估
93,伦敦南岸大学London South Bank University,1.6,125.0,0.76,0.38,免费评估
94,艾芝西尔大学Edge Hill University,,228.0,0.67,0.63,免费评估
95,东伦敦大学University of East London,,171.0,0.71,0.62,免费评估
95,威斯敏斯特大学University of Westminster,1.5,161.0,0.68,0.5,免费评估
97,威尔士大学卡迪夫学院UWIC,,184.0,,0.61,免费评估
98,坎特伯雷大学Canterbury Christ Church University,,150.0,0.74,0.57,免费评估
99,南安普顿索伦特大学Southampton Solent University,,173.0,0.7,0.61,免费评估
100,罗汉普顿大学Roehampton University,,155.0,0.73,0.55,免费评估
100,白金汉大学The University of Buckingham,,167.0,0.72,0.55,免费评估
102,利兹都会大学Leeds Metropolitan University,,207.0,0.64,0.56,免费评估
102,纽波特大学University of Wales Newport,,210.0,0.62,0.58,免费评估
104,伯明翰城市大学Birmingham City University,,211.0,0.67,0.47,免费评估
105,泰晤士河谷大学Thames Valley University,0.9,,,0.51,免费评估
