Ranking,University Name,Location,Teaching,International Outlook,Research,Citations,Industry Income,Overall score,Free
26,Georgetown University,United States,82.9,27.5,64.4,66.3,52.6,67.3,免费评估
27,Leiden University,Netherlands,70.0,44.1,77.8,59.1,64.0,67.2,免费评估
28,Hebrew University of Jerusalem,Israel,57.0,53.2,75.5,76.0,40.1,66.7,免费评估
29,University of Michigan-Ann Arbor,United States,63.1,26.4,77.0,72.0,43.8,65.8,免费评估
30,Lund University,Sweden,72.1,45.1,75.6,47.8,68.1,64.6,免费评估
31,University of Amsterdam,Netherlands,62.4,54.5,77.5,56.3,41.0,64.3,免费评估
32,University of Sydney,Australia,74.2,58.0,75.1,41.0,41.1,63.9,免费评估
33,Utrecht University,Netherlands,63.1,37.5,76.8,46.5,54.0,60.7,免费评估
34,Cornell University,United States,69.3,42.8,69.8,45.1,39.0,60.3,免费评估
35,曼彻斯特大学The University of Manchester,United Kingdom,48.2,73.9,64.1,67.8,39.0,60.1,免费评估
36,University of Virginia (Main campus),United States,77.2,20.8,55.5,58.0,39.0,59.7,免费评估
37,Goethe University Frankfurt,Germany,56.6,41.4,69.1,53.9,42.6,58.1,免费评估
38,伦敦大学玛丽女王学院Queen Mary University of London,United Kingdom,61.9,77.8,70.6,30.2,43.3,57.6,免费评估
39,University of Copenhagen,Denmark,55.6,56.7,66.4,49.7,40.9,57.2,免费评估
40,University of Queensland,Australia,36.2,71.1,60.0,76.5,40.1,56.8,免费评估
41,诺丁汉大学University of Nottingham,United Kingdom,54.8,78.5,64.7,43.0,39.0,56.6,免费评估
42,杜伦大学Durham University,United Kingdom,55.7,71.6,56.7,52.9,39.0,56.3,免费评估
43,Tilburg University,Netherlands,41.8,59.5,80.7,40.9,78.5,56.1,免费评估
44,York University,Canada,67.0,54.0,52.7,45.1,54.9,55.7,免费评估
45,City University of Hong Kong,Hong Kong,40.1,97.4,54.2,63.6,46.6,55.6,免费评估
46,Maastricht University,Netherlands,53.4,94.2,53.9,44.5,50.0,54.9,免费评估
47,University College Dublin,Ireland,56.4,75.2,47.0,55.7,43.7,54.7,免费评估
48,Tsinghua University,China,46.3,61.3,52.2,65.6,56.9,54.6,免费评估
49,Chinese University of Hong Kong,Hong Kong,51.9,90.4,49.9,48.1,39.0,53.5,免费评估
50,University of Antwerp,Belgium,54.3,52.8,43.0,62.9,60.9,53.0,免费评估
51,埃塞克斯大学University of Essex,United Kingdom,41.5,94.5,34.2,76.4,39.1,52.7,免费评估
52,格拉斯哥大学University of Glasgow,United Kingdom,46.6,60.1,51.7,59.9,39.0,52.5,免费评估
53,Australian National University,Australia,57.3,59.8,44.2,53.1,39.0,52.0,免费评估
54,University of Texas at Austin,United States,66.0,20.2,35.6,65.7,46.1,51.9,免费评估
55,东英吉利大学University of East Anglia,United Kingdom,47.6,69.6,42.8,60.1,39.0,51.0,免费评估
56,Boston University,United States,60.3,31.3,50.2,47.9,39.0,50.9,免费评估
56,Erasmus University Rotterdam,Netherlands,50.9,61.1,46.7,52.8,45.6,50.9,免费评估
58,肯特大学University of Kent,United Kingdom,42.6,80.2,54.9,46.2,39.0,50.5,免费评估
58,Northwestern University,United States,52.4,37.5,46.4,58.8,39.3,50.5,免费评估
60,Arizona State University (Tempe),United States,41.6,19.5,34.8,93.5,39.0,50.4,免费评估
60,布里斯托大学University of Bristol,United Kingdom,55.7,57.9,52.8,38.8,39.0,50.4,免费评估
62,Emory University,United States,55.4,32.5,36.9,67.8,39.0,50.3,免费评估
63,Queensland University of Technology,Australia,44.4,59.0,42.5,63.1,45.1,49.8,免费评估
64,George Washington University,United States,64.8,20.9,42.9,48.6,39.0,49.4,免费评估
65,Dalhousie University,Canada,27.2,67.2,54.0,66.2,39.0,49.1,免费评估
65,George Mason University,United States,53.7,30.7,35.4,67.6,39.6,49.1,免费评估
67,Stockholm University,Sweden,42.8,58.9,52.9,49.7,39.9,49.0,免费评估
68,Aarhus University,Denmark,44.5,67.4,34.1,62.9,65.2,48.5,免费评估
68,University of Technology Sydney,Australia,44.8,62.0,53.1,40.3,75.4,48.5,免费评估
70,University of Hamburg,Germany,67.5,36.6,39.5,37.0,55.4,48.2,免费评估
71,Griffith University,Australia,25.8,65.2,52.6,65.3,46.6,48.0,免费评估
72,埃克塞特大学University of Exeter,United Kingdom,46.3,76.0,42.6,47.4,39.9,47.9,免费评估
73,University of Vienna,Austria,44.5,45.8,64.3,31.7,40.6,47.4,免费评估
74,Ghent University,Belgium,30.2,41.8,60.3,53.1,64.9,47.1,免费评估
75,American University,United States,51.0,20.7,45.6,51.5,59.2,46.9,免费评估
76,University of Pretoria,South Africa,56.7,28.6,49.7,28.2,89.2,45.7,免费评估
77,University of Cape Town,South Africa,49.5,53.5,46.2,32.2,85.4,45.4,免费评估
78,University of Wisconsin-Madison,United States,22.3,27.0,53.5,72.4,41.4,45.3,免费评估
79,利兹大学University of Leeds,United Kingdom,47.2,71.3,29.7,52.5,39.0,45.1,免费评估
79,Monash University,Australia,39.5,60.7,39.2,54.3,41.4,45.1,免费评估
81,"University of California, Irvine",United States,34.8,31.2,42.9,65.5,40.9,44.8,免费评估
81,University of South Australia,Australia,18.4,81.2,27.4,82.2,100.0,44.8,免费评估
83,Paris Sciences et Lettres – PSL Research University Paris,France,44.2,47.5,50.3,37.8,41.0,44.7,免费评估
84,University of Zurich,Switzerland,40.2,64.3,30.0,60.8,42.6,44.4,免费评估
85,University of Tasmania,Australia,27.1,78.6,45.2,50.7,44.2,43.6,免费评估
86,Shanghai Jiao Tong University,China,47.3,75.4,24.8,49.0,56.3,43.5,免费评估
86,萨塞克斯大学University of Sussex,United Kingdom,11.1,76.5,47.9,68.8,39.0,43.4,免费评估
88,University of Groningen,Netherlands,27.9,46.5,57.5,44.1,49.8,43.3,免费评估
88,谢菲尔德大学The University of Sheffield,United Kingdom,37.5,55.7,34.6,57.4,39.0,43.3,免费评估
90,University of Wollongong,Australia,28.3,63.0,35.0,59.6,70.7,42.4,免费评估
91,University of Illinois at Urbana-Champaign,United States,39.5,36.0,35.9,55.6,45.3,42.3,免费评估
92,National Autonomous University of Mexico,Mexico,50.1,30.8,58.7,13.5,61.8,42.2,免费评估
93,University of Ottawa,Canada,58.8,50.0,25.2,38.5,40.5,42.1,免费评估
94,华威大学The University of Warwick,United Kingdom,34.0,68.4,45.0,36.5,39.0,41.3,免费评估
95,University of Helsinki,Finland,29.2,27.4,63.3,34.2,39.0,41.0,免费评估
96,University of North Carolina at Chapel Hill,United States,44.0,21.4,27.4,60.7,39.0,40.9,免费评估
97,Pontifical Catholic University of Chile,Chile,52.3,29.1,40.0,31.0,39.0,40.8,免费评估
98,Laval University,Canada,37.6,62.0,24.6,55.6,50.7,40.6,免费评估
99,University of Oslo,Norway,12.6,54.1,52.2,56.6,50.1,40.5,免费评估
99,Sapienza University of Rome,Italy,57.1,28.5,32.4,31.8,53.4,40.5,免费评估
