Rank,Institution,Country Region,National Rank,Alumni,Award,HiCi,N&S,PUB,PCP,Total Score,Free
19,Swiss Federal Institute of Technology Zurich,Switzerland,1,29.5,35.5,35.5,50.2,55.6,46.1,43.8,免费评估
20,The University of Tokyo,Japan,1,36.3,25.3,30.8,47.5,70.0,29.7,42.2,免费评估
21,旧金山大学University of San Francisco,USA,16,0.0,39.9,37.0,52.1,59.3,33.5,41.9,免费评估
22,"The Imperial College of Science, Technology and Medicine",UK,4,14.5,35.8,43.5,32.9,64.0,39.9,41.6,免费评估
23,"密歇根大学安娜堡分校University of Michigan,Ann Arbor",USA,17,34.4,0.0,51.3,41.6,76.6,25.8,40.8,免费评估
23,圣路易斯华盛顿大学Washington University in St Louis,USA,17,22.9,24.9,51.3,42.0,51.7,37.2,40.8,免费评估
25,杜克大学Duke University,USA,19,15.4,19.2,57.1,38.9,62.1,25.9,40.4,免费评估
26,西北大学Northwestern University,USA,20,15.4,22.1,54.3,35.6,59.6,32.8,40.0,免费评估
27,多伦多大学University of Toronto,Canada,1,19.9,17.2,32.4,38.2,80.1,30.3,39.4,免费评估
28,威斯康星大学-麦迪逊分校University of Wisconsin-Madison,USA,21,32.8,34.8,30.8,35.0,62.7,24.3,39.2,免费评估
29,纽约大学New York University,USA,22,28.1,31.9,32.4,39.5,57.3,22.0,38.0,免费评估
30,University of Copenhagen,Denmark,1,21.8,18.8,32.4,36.2,65.2,41.9,37.7,免费评估
30,伊利诺伊大学香槟分校University of Illinois at Urbana-Champaign,USA,23,29.9,36.2,30.8,33.1,55.1,29.1,37.7,免费评估
32,Kyoto University,Japan,2,31.6,37.2,27.1,31.5,58.4,23.8,37.2,免费评估
33,"明尼苏达大学双城校区University of Minnesota,Twin Cities",USA,24,29.5,16.3,39.7,32.5,64.8,24.1,36.8,免费评估
34,英属哥伦比亚大学University of British Columbia,Canada,2,15.4,18.8,42.3,32.7,64.5,27.2,36.7,免费评估
35,曼彻斯特大学The University of Manchester,UK,5,18.5,32.6,37.0,26.4,58.4,29.0,36.4,免费评估
35,北卡罗来纳州大学教堂山分校University of North Carolina at Chapel Hill,USA,25,8.9,23.7,39.7,32.6,60.8,33.8,36.4,免费评估
37,Rockefeller University,USA,26,17.0,59.8,27.1,41.8,19.3,40.0,36.1,免费评估
38,科罗拉多大学波尔得分校University of Colorado Boulder,USA,27,12.6,34.1,30.8,36.8,46.2,35.1,35.1,免费评估
39,Pierre and Marie Curie University - Paris 6,France,1,33.6,27.4,20.5,29.7,61.9,25.3,34.5,免费评估
40,墨尔本大学The University of Melbourne,Australia,1,17.0,13.3,35.5,24.8,67.9,32.2,33.9,免费评估
41,爱丁堡大学The University of Edinburgh,UK,6,20.5,24.9,32.4,31.3,52.1,26.8,33.6,免费评估
42,"加利福尼亚大学圣塔芭芭拉分校University of California, Santa Barbara",USA,28,14.5,39.1,32.4,27.3,37.7,38.2,33.3,免费评估
43,The University of Texas Southwestern Medical Center at Dallas,USA,29,18.5,34.5,30.8,37.6,34.9,27.7,32.9,免费评估
44,Karolinska Institute,Sweden,1,25.6,26.6,22.9,25.1,52.6,40.2,32.7,免费评估
44,德克萨斯大学奥斯汀分校The University of Texas at Austin,USA,30,16.2,16.3,29.0,37.0,56.3,26.6,32.7,免费评估
46,University of Paris-Sud (Paris 11),France,2,30.3,54.3,10.3,17.6,47.9,27.7,32.5,免费评估
47,Heidelberg University,Germany,1,19.9,25.3,22.9,30.6,51.8,34.9,32.3,免费评估
47,Technical University Munich,Germany,1,34.8,21.6,29.0,23.3,49.7,34.6,32.3,免费评估
49,南加州大学University of Southern California,USA,31,0.0,31.7,35.5,23.4,53.9,26.2,32.2,免费评估
50,伦敦国王学院King's College London,UK,7,21.2,21.0,34.0,19.6,55.3,27.9,31.6,免费评估
51,University of Munich,Germany,3,25.6,19.1,25.1,29.4,50.3,33.9,31.4,免费评估
52,马里兰大学University of Maryland-College Park,USA,32,19.2,20.0,22.9,32.8,52.7,27.6,31.0,免费评估
53,University of Geneva,Switzerland,2,27.1,28.2,25.1,28.6,38.2,32.8,30.7,免费评估
54,University of Zurich,Switzerland,3,5.1,24.0,25.1,28.7,53.1,31.7,30.5,免费评估
55,昆士兰大学The University of Queensland,Australia,2,12.6,0.0,34.0,26.0,64.6,33.6,30.2,免费评估
56,赫尔大学University of Hull,Finland,1,12.6,16.3,32.4,22.8,51.9,33.5,29.9,免费评估
57,布里斯托大学University of Bristol,UK,8,7.3,16.3,29.0,34.2,46.7,31.5,29.7,免费评估
58,Tsinghua University,China,1,10.3,0.0,27.1,32.5,68.3,23.2,29.6,免费评估
58,"加利福尼亚大学欧文分校University of California, Irvine",USA,33,0.0,29.3,29.0,28.1,45.0,26.8,29.6,免费评估
60,Uppsala University,Sweden,2,17.8,27.4,17.8,24.8,50.2,28.5,29.3,免费评估
60,范德堡大学Vanderbilt University,USA,34,15.4,29.0,25.1,20.4,51.0,19.9,29.3,免费评估
62,Ghent University,Belgium,1,5.1,13.3,32.4,18.6,57.9,35.7,29.1,免费评估
63,麦吉尔大学McGill University,Canada,3,32.8,0.0,22.9,27.5,60.3,28.3,28.9,免费评估
63,普渡大学Purdue University,USA,35,13.6,23.1,25.1,24.4,50.1,24.2,28.9,免费评估
65,Aarhus University,Denmark,2,11.5,22.1,17.8,25.6,52.9,32.5,28.7,免费评估
65,Utrecht University,Netherlands,1,22.9,20.0,22.9,25.9,46.3,27.6,28.7,免费评估
67,University of Oslo,Norway,1,28.1,32.6,10.3,18.4,50.6,28.1,28.6,免费评估
68,卡内基梅隆大学Carnegie Mellon University,USA,36,31.6,31.6,25.1,13.7,33.9,34.7,28.1,免费评估
69,Technion-Israel Institute of Technology,Israel,1,23.5,37.6,17.8,20.2,34.9,29.8,28.0,免费评估
70,匹兹堡大学University of Pittsburgh-Pittsburgh Campus,USA,37,18.5,0.0,38.4,19.4,59.7,19.0,27.8,免费评估
71,Peking University,China,2,11.5,0.0,27.1,24.5,66.7,22.7,27.7,免费评估
72,Nagoya University,Japan,3,29.0,25.3,20.5,17.9,44.2,24.8,27.5,免费评估
72,莱斯大学Rice University,USA,38,16.2,21.7,35.5,20.8,29.4,37.8,27.5,免费评估
72,University of Groningen,Netherlands,2,0.0,18.8,25.1,20.6,53.2,33.7,27.5,免费评估
75,波士顿大学Boston University,USA,39,11.5,11.5,27.1,26.9,50.1,23.2,27.2,免费评估
75,"加州大学戴维斯分校University of California,Davis",USA,39,0.0,0.0,30.8,32.0,58.1,24.9,27.2,免费评估
77,宾州州立大学Pennsylvania State University,USA,41,10.3,0.0,30.8,30.5,53.4,24.0,26.9,免费评估
77,澳大利亚国立大学The Australian National University,Australia,3,13.6,19.2,20.5,23.0,46.4,30.9,26.9,免费评估
79,蒙纳什大学Monash University,Australia,4,0.0,0.0,34.0,22.3,59.7,30.5,26.8,免费评估
79,俄亥俄州立大学Ohio State University,USA,42,12.6,0.0,32.4,20.8,62.3,18.8,26.8,免费评估
81,Stockholm University,Sweden,3,24.1,27.4,14.5,21.2,41.9,27.3,26.7,免费评估
82,悉尼大学The University of Sydney,Australia,5,14.5,0.0,25.1,17.8,65.7,28.6,26.6,免费评估
83,麦克马斯特大学McMaster University,Canada,4,12.6,18.8,32.4,13.6,45.5,25.7,26.5,免费评估
83,National University of Singapore,Singapore,1,0.0,0.0,32.4,19.4,60.4,35.2,26.5,免费评估
83,加利福尼亚大学圣克鲁兹分校University of California， Santa Cruz,USA,43,0.0,0.0,47.0,32.4,28.8,42.9,26.5,免费评估
86,Mayo Medical School,USA,44,0.0,0.0,48.1,14.7,48.7,34.6,26.3,免费评估
87,Ecole Normale Superieure - Paris,France,3,48.9,28.0,0.0,18.3,26.2,62.4,26.2,免费评估
87,Moscow State University,Russia,1,41.4,33.0,0.0,8.3,49.7,33.1,26.2,免费评估
87,The Hebrew University of Jerusalem,Israel,2,32.0,28.2,10.3,21.0,38.3,28.5,26.2,免费评估
90,布朗大学Brown University,USA,45,14.5,13.3,22.9,22.6,43.9,34.1,26.0,免费评估
90,佛罗里达大学University of Florida,USA,45,17.0,0.0,27.1,20.2,59.6,23.4,26.0,免费评估
92,Swiss Federal Institute of Technology Lausanne,Switzerland,4,0.0,0.0,32.4,30.3,42.3,42.0,25.7,免费评估
93,佐治亚理工学院Georgia Institute of Technology,USA,47,12.6,0.0,37.0,22.1,44.1,31.3,25.6,免费评估
93,KU Leuven,Belgium,2,0.0,0.0,29.0,21.2,59.2,31.7,25.6,免费评估
93,Leiden University,Netherlands,3,17.8,9.4,20.5,21.0,49.3,32.2,25.6,免费评估
96,Osaka University,Japan,4,8.9,0.0,30.8,26.0,52.2,22.7,25.5,免费评估
96,"罗格斯大学Rutgers, The State University of New Jersey, New Brunswick",USA,48,10.3,18.8,22.9,25.4,43.9,17.3,25.5,免费评估
96,The University of Texas M. D. Anderson Cancer Center,USA,48,0.0,0.0,35.5,22.3,41.8,50.4,25.5,免费评估
96,西澳大学The University of Western Australia,Australia,6,13.6,14.1,25.1,14.6,48.8,31.1,25.5,免费评估
100,犹他大学University of Utah,USA,50,0.0,11.5,25.1,26.6,48.3,26.0,25.4,免费评估
