Rank,Institution,Country Region,National Rank,Alumni,Award,HiCi,N&S,PUB,PCP,Total Score,Free
80,亚利桑那州立大学Arizona State University,UnitedStates,47,0.0,0.0,29.8,37.1,51.0,20.8,26.4,免费评估
81,Stockholm University,Sweden,3,24.3,29.5,16.1,19.1,38.1,23.2,26.1,免费评估
82,印第安纳大学伯明顿主校区Indiana University Bloomington,UnitedStates,48,11.8,22.7,26.0,20.5,40.8,19.5,25.9,免费评估
82,Osaka University,Japan,3,10.2,0.0,27.0,28.2,56.9,16.8,25.9,免费评估
84,罗彻斯特大学University of Rochester,UnitedStates,49,28.2,8.9,27.0,22.8,41.7,21.7,25.8,免费评估
85,诺丁汉大学The University of Nottingham,UnitedKingdom,9,13.2,19.9,23.9,16.3,48.0,20.2,25.7,免费评估
86,Aarhus University,Denmark,2,13.2,22.1,7.2,24.3,49.3,27.9,25.4,免费评估
86,昆士兰大学The University of Queensland,Australia,3,14.4,0.0,20.4,24.4,58.1,25.9,25.4,免费评估
86,University of Goettingen,Germany,4,31.1,19.9,16.1,18.9,40.1,25.7,25.4,免费评估
89,Ghent University,Belgium,1,5.9,15.4,17.7,16.8,55.2,29.8,25.3,免费评估
89,麦克马斯特大学McMaster University,Canada,4,14.4,18.9,23.9,16.7,45.2,21.9,25.3,免费评估
89,University of Basel,Switzerland,4,22.0,17.0,23.4,18.0,36.9,33.0,25.3,免费评估
92,密歇根州立大学Michigan State University,UnitedStates,50,10.2,0.0,36.8,19.5,51.5,17.9,25.1,免费评估
93,莱斯大学Rice University,UnitedStates,51,18.6,21.8,21.7,23.2,29.9,29.4,24.8,免费评估
94,Nagoya University,Japan,4,25.0,14.1,16.1,22.4,44.8,20.4,24.7,免费评估
94,University of Bonn,Germany,5,17.6,19.9,14.4,23.9,40.4,25.1,24.7,免费评估
96,悉尼大学The University of Sydney,Australia,4,16.6,0.0,19.1,19.0,60.5,23.6,24.5,免费评估
97,凯斯西储大学Case Western Reserve University,UnitedStates,52,34.8,11.5,21.7,16.6,40.0,22.3,24.4,免费评估
97,谢菲尔德大学The University of Sheffield,UnitedKingdom,10,20.4,14.1,21.0,18.7,43.6,21.8,24.4,免费评估
97,Tohoku University,Japan,5,16.6,0.0,21.7,22.1,55.9,21.0,24.4,免费评估
100,Texas A&M University - College Station,UnitedStates,53,0.0,0.0,33.9,19.9,53.8,19.8,24.2,免费评估
100,University of Frankfurt,Germany,6,34.8,8.9,19.1,19.7,39.8,25.4,24.2,免费评估
