Ranking,University English Name,Country/Region,Academic Reputation,Employer Reputation,Faculty Student,International Faculty,International Students,Citations per Faculty,Overall Score,Free
34,西北大学Northwestern University,United States,93.1,80.0,86.9,,53.1,99.9,86.0,免费评估
35,Ecole Polytechnique,France,74.5,98.7,99.5,90.8,91.9,80.3,85.0,免费评估
36,Kyoto University,Japan,99.9,96.1,94.8,,,69.9,84.7,免费评估
37,"University of California, Los Angeles",United States,100.0,99.2,54.1,26.7,40.6,100.0,84.3,免费评估
37,悉尼大学The University of Sydney,Australia,99.6,99.2,49.9,99.5,87.1,75.1,84.3,免费评估
39,"Nanyang Technological University, Singapore",Singapore,93.0,97.2,92.8,100.0,95.3,42.6,84.0,免费评估
40,The Hong Kong University of Science and Technology,Hong Kong,94.3,94.3,78.0,100.0,96.4,52.9,83.3,免费评估
41,New York University,United States,98.3,96.1,95.6,,68.7,48.5,82.5,免费评估
41,威斯康星大学-麦迪逊分校University of Wisconsin-Madison,United States,97.1,66.6,88.0,48.8,35.7,74.8,82.5,免费评估
43,英属哥伦比亚大学University of British Columbia,Canada,99.7,93.3,44.1,91.0,51.5,85.1,82.4,免费评估
43,昆士兰大学The University of Queensland,Australia,96.3,92.4,48.6,99.8,83.2,78.0,82.4,免费评估
45,University of Copenhagen,Denmark,89.2,78.3,99.9,78.4,46.0,60.4,82.0,免费评估
46,The Chinese University of Hong Kong,Hong Kong,95.2,89.8,78.4,94.9,63.6,55.1,81.9,免费评估
47,Tsinghua University,China,99.6,99.6,88.5,50.0,37.9,46.1,81.3,免费评估
48,新南威尔士大学The University of New South Wales,Australia,97.5,99.4,,100.0,93.6,73.8,81.2,免费评估
49,Ruprecht-Karls-Universität Heidelberg,Germany,96.5,76.2,86.8,51.6,59.0,59.2,81.1,免费评估
50,University of Amsterdam,Netherlands,95.5,85.1,48.7,69.2,,93.8,80.5,免费评估
51,KAIST - Korea Advanced Institute of Science & Technology,South Korea,88.1,84.1,87.9,32.2,,79.2,79.9,免费评估
52,Ludwig-Maximilians-Universität München,Germany,98.2,87.7,52.1,57.9,37.9,81.7,79.8,免费评估
52,布朗大学Brown University,United States,78.2,75.6,85.0,,55.0,99.4,79.8,免费评估
54,Technical University Munich,Germany,90.8,97.7,93.6,50.5,66.0,44.2,79.7,免费评估
55,Osaka University,Japan,94.1,87.0,87.1,,,69.8,79.6,免费评估
55,格拉斯哥大学University of Glasgow,United Kingdom,87.9,64.7,59.5,82.5,90.2,86.2,79.6,免费评估
57,Peking University,China,99.9,99.6,82.0,35.8,,46.4,78.8,免费评估
57,University of Zurich,Switzerland,81.3,74.3,83.1,100.0,60.8,69.9,78.8,免费评估
59,"University of California, San Diego",United States,97.8,65.8,58.1,,,99.5,78.6,免费评估
60,Lund University,Sweden,91.4,84.9,59.0,73.1,69.3,70.8,78.3,免费评估
61,华威大学The University of Warwick,United Kingdom,91.2,99.9,55.4,86.9,98.1,55.5,78.1,免费评估
62,"University of North Carolina, Chapel Hill",United States,84.7,48.1,82.2,42.2,,95.0,77.5,免费评估
63,伊利诺伊大学香槟分校University of Illinois at Urbana-Champaign,United States,97.5,76.3,,63.9,65.4,93.1,76.9,免费评估
64,伯明翰大学University of Birmingham,United Kingdom,81.8,94.3,65.8,81.9,79.1,66.0,76.7,免费评估
65,University of Washington,United States,93.9,56.7,57.8,,,99.8,76.5,免费评估
65,卡内基梅隆大学Carnegie Mellon University,United States,86.5,86.8,,,98.8,97.1,76.5,免费评估
67,University of Helsinki,Finland,84.5,65.1,95.1,59.3,,65.8,76.4,免费评估
68,Tokyo Institute of Technology,Japan,84.1,89.0,80.5,,,75.7,76.3,免费评估
69,谢菲尔德大学The University of Sheffield,United Kingdom,82.3,81.3,66.1,81.0,93.3,62.5,75.7,免费评估
70,蒙纳什大学Monash University,Australia,93.1,98.5,,94.2,94.4,63.3,75.5,免费评估
71,Fudan University,China,94.7,96.5,51.9,40.9,55.9,62.0,75.3,免费评估
71,伦敦政治经济学院The London School of Economics and Political Science,United Kingdom,93.1,100.0,66.9,100.0,100.0,,75.3,免费评估
71,Tohoku University,Japan,86.2,79.2,97.3,,,56.8,75.3,免费评估
71,Trinity College Dublin,Ireland,81.1,70.1,61.8,95.3,81.3,72.4,75.3,免费评估
75,Leiden University,Netherlands,89.6,50.1,49.8,68.4,,98.1,75.2,免费评估
76,National Taiwan University,Taiwan,97.9,83.0,45.7,,,82.0,75.1,免费评估
77,诺丁汉大学University of Nottingham,United Kingdom,81.5,97.2,61.3,85.0,87.9,57.5,74.9,免费评估
78,波士顿大学Boston University,United States,77.0,83.6,63.8,,66.9,93.7,74.8,免费评估
79,University of Texas at Austin,United States,98.4,88.5,,54.4,,90.1,74.6,免费评估
80,Utrecht University,Netherlands,86.4,66.2,52.3,53.0,,97.2,74.5,免费评估
81,Uppsala University,Sweden,88.0,64.0,,35.3,68.9,95.2,74.2,免费评估
82,KU Leuven,Belgium,93.1,81.6,,79.4,45.4,90.2,74.1,免费评估
83,Université de Montréal,Canada,83.1,72.1,,87.3,82.3,89.2,73.6,免费评估
84,阿尔伯塔大学University of Alberta,Canada,81.6,71.2,61.7,90.1,76.1,63.7,73.3,免费评估
85,University of Geneva,Switzerland,68.1,,62.5,100.0,99.0,99.7,73.1,免费评估
86,Delft University of Technology,Netherlands,82.2,88.9,,91.6,71.6,80.0,72.9,免费评估
86,Pohang University of Science And Technology,South Korea,59.4,67.7,99.4,53.8,,94.9,72.9,免费评估
88,圣安德鲁斯大学University of St Andrews,United Kingdom,69.0,68.4,75.7,95.8,99.9,66.0,72.7,免费评估
89,西澳大学The University of Western Australia,Australia,79.4,72.2,,100.0,67.6,87.7,72.6,免费评估
90,University of Groningen,Netherlands,68.6,61.3,73.3,89.5,93.1,73.1,72.1,免费评估
90,Erasmus University Rotterdam,Netherlands,58.8,88.5,66.5,78.9,61.6,96.0,72.1,免费评估
92,奥克兰大学The University of Auckland,New Zealand,91.6,93.6,,87.4,87.2,56.8,72.0,免费评估
92,杜伦大学Durham University,United Kingdom,77.4,99.2,47.1,89.9,80.6,65.2,72.0,免费评估
94,南安普顿大学University of Southampton,United Kingdom,73.8,56.3,69.8,86.2,91.2,68.8,71.9,免费评估
95,"University of California, Davis",United States,82.2,62.1,,63.3,41.6,98.7,71.7,免费评估
96,Aarhus University,Denmark,79.0,67.7,53.3,65.0,45.7,84.2,71.6,免费评估
97,利兹大学University of Leeds,United Kingdom,81.1,92.4,56.2,77.5,70.4,54.2,71.3,免费评估
98,伦敦大学玛丽女王学院Queen Mary University of London,United Kingdom,64.6,59.7,76.6,94.4,98.8,71.2,71.2,免费评估
99,圣路易斯华盛顿大学Washington University in St Louis,United States,60.7,,99.9,,53.7,99.2,70.8,免费评估
100,阿德莱德大学The University of Adelaide,Australia,76.8,85.7,48.6,90.1,97.5,59.8,70.5,免费评估
101,University of Oslo,Norway,71.3,41.7,74.8,54.3,42.5,87.0,70.1,免费评估
102,Purdue University,United States,78.4,78.2,,94.0,76.2,71.1,69.5,免费评估
103,Nagoya University,Japan,78.1,65.4,94.2,,,51.4,69.4,免费评估
104,Shanghai Jiao Tong University,China,87.6,95.0,48.5,42.5,,59.6,69.1,免费评估
105,University of Lausanne,Switzerland,57.3,56.5,59.0,93.4,78.6,98.7,68.9,免费评估
106,Yonsei University,South Korea,81.6,88.9,84.3,,35.9,36.9,68.4,免费评估
107,佐治亚理工学院Georgia Institute of Technology,United States,77.4,79.8,,,84.5,88.1,68.3,免费评估
108,City University of Hong Kong,Hong Kong,67.5,56.6,75.4,100.0,89.5,54.3,68.2,免费评估
109,俄亥俄州立大学Ohio State University,United States,77.1,50.6,61.2,81.4,57.2,64.2,68.1,免费评估
110,KTH Royal Institute of Technology,Sweden,63.8,89.0,74.5,80.6,58.2,57.6,67.9,免费评估
111,匹兹堡大学University of Pittsburgh-Pittsburgh Campus,United States,55.1,,97.6,55.2,53.8,86.8,67.7,免费评估
112,宾州州立大学Pennsylvania State University,United States,83.1,72.8,,,42.8,85.2,67.5,免费评估
113,麦克马斯特大学McMaster University,Canada,65.8,64.3,61.9,88.4,51.9,75.4,67.4,免费评估
114,Lomonosov Moscow State University,Russia,86.1,76.2,99.9,,52.1,,66.9,免费评估
115,Université Pierre et Marie Curie,France,73.0,47.9,,37.5,57.0,95.2,66.2,免费评估
116,University of Basel,Switzerland,55.8,49.2,48.4,100.0,79.2,99.7,66.0,免费评估
116,Korea University,South Korea,77.1,86.0,83.7,,37.2,33.1,66.0,免费评估
118,Maastricht University,Netherlands,42.0,65.1,75.3,95.9,99.9,87.5,65.8,免费评估
119,"明尼苏达大学双城校区University of Minnesota,Twin Cities",United States,82.2,48.9,,,35.8,99.8,65.7,免费评估
120,约克大学The University of York,United Kingdom,71.3,62.8,51.4,77.8,83.3,59.2,65.1,免费评估
121,Albert-Ludwigs-Universitaet Freiburg,Germany,77.1,40.1,73.6,48.4,48.0,51.3,64.8,免费评估
122,"University of Maryland, College Park",United States,70.2,,67.3,30.0,34.6,81.6,64.7,免费评估
123,卡迪夫大学Cardiff University,United Kingdom,63.8,64.1,65.6,73.2,73.3,59.9,64.5,免费评估
123,利物浦大学The University of Liverpool,United Kingdom,58.9,65.6,67.1,76.3,91.9,62.2,64.5,免费评估
123,Technical University of Denmark,Denmark,46.2,54.7,95.8,96.2,73.9,63.5,64.5,免费评估
126,Kyushu University,Japan,73.3,71.6,98.4,,,,64.4,免费评估
127,"KIT, Karlsruhe Institut of Technology",Germany,62.5,95.7,95.4,53.9,49.3,,64.3,免费评估
127,纽卡斯尔大学Newcastle University,United Kingdom,53.0,74.9,68.4,77.3,91.2,67.0,64.3,免费评估
129,Ghent University,Belgium,67.7,58.9,90.2,55.3,,44.7,64.2,免费评估
129,莱斯大学Rice University,United States,49.0,,77.4,79.4,84.3,95.2,64.2,免费评估
131,南加州大学University of Southern California,United States,66.2,70.2,47.7,,72.5,82.2,64.0,免费评估
132,Universidade de São Paulo,Brazil,94.0,89.1,,,,45.3,63.9,免费评估
132,"University of California, Santa Barbara",United States,83.3,,,64.3,34.0,100.0,63.9,免费评估
134,Humboldt-Universität zu Berlin,Germany,96.8,70.0,,52.1,41.5,37.8,63.7,免费评估
135,Hokkaido University,Japan,71.5,71.8,86.7,,,43.0,63.4,免费评估
136,达特茅斯学院Dartmouth College,United States,41.6,66.0,86.3,,53.4,98.5,63.3,免费评估
137,阿伯丁大学University of Aberdeen,United Kingdom,56.3,63.0,57.1,91.9,92.4,66.6,62.9,免费评估
138,The Hebrew University of Jerusalem,Israel,68.6,,81.1,43.6,,65.6,62.7,免费评估
139,University College Dublin,Ireland,61.5,75.4,50.9,90.5,95.9,54.2,62.6,免费评估
140,Sungkyunkwan University,South Korea,62.9,95.6,87.2,,42.3,34.1,62.2,免费评估
141,University of Cape Town,South Africa,70.5,64.4,,69.3,54.9,70.4,62.0,免费评估
141,Eberhard Karls Universität Tübingen,Germany,67.8,60.1,90.5,42.9,,34.6,62.0,免费评估
141,"弗吉尼亚大学University of Virginia,Main Campus",United States,54.7,49.3,70.5,55.4,37.6,81.7,62.0,免费评估
144,Zhejiang University,China,78.3,81.7,,33.3,,69.1,61.9,免费评估
145,University of Bern,Switzerland,40.8,47.4,67.3,99.1,43.8,99.9,61.8,免费评估
146,Georg-August-University Goettingen,Germany,73.8,40.1,79.5,40.9,36.6,40.5,61.5,免费评估
147,RWTH Aachen University,Germany,75.3,97.0,,34.0,47.2,54.7,61.2,免费评估
147,University of Science and Technology of China,China,67.5,57.9,61.9,,,75.9,61.2,免费评估
147,Eindhoven University of Technology,Netherlands,50.2,62.1,99.7,100.0,,42.7,61.2,免费评估
150,Freie Universitaet Berlin,Germany,92.7,51.4,,53.3,53.5,37.4,61.1,免费评估
151,Universiti Malaya,Malaysia,64.4,64.0,93.1,79.2,77.0,,61.0,免费评估
151,Wageningen University,Netherlands,50.9,40.5,100.0,44.7,71.7,53.0,61.0,免费评估
153,"University of California, Irvine",United States,65.1,45.5,,55.5,52.0,99.0,60.8,免费评估
154,Université Catholique de Louvain,Belgium,75.0,77.8,48.9,80.5,64.4,,60.7,免费评估
155,University of Bergen,Norway,45.4,,81.4,74.0,,95.1,60.3,免费评估
156,University of Vienna,Austria,83.6,49.2,,91.6,94.4,,60.0,免费评估
156,Radboud University Radboud University,Netherlands,49.0,,65.5,54.3,38.7,96.3,60.0,免费评估
156,埃默里大学Emory University,United States,43.7,,86.7,,40.9,99.8,60.0,免费评估
159,奥塔哥大学University of Otago,New Zealand,62.3,61.0,,100.0,72.1,68.6,59.9,免费评估
160,兰卡斯特大学Lancaster University,United Kingdom,61.2,62.7,,85.1,94.0,60.0,59.7,免费评估
161,埃克塞特大学University of Exeter,United Kingdom,56.7,83.4,,85.9,89.4,58.7,59.6,免费评估
162,Nanjing University,China,77.3,67.7,,51.0,,55.1,59.3,免费评估
162,The Hong Kong Polytechnic University,Hong Kong,62.8,69.7,,99.2,82.1,50.9,59.3,免费评估
164,University of Rochester,United States,38.1,,100.0,37.6,72.5,81.6,59.0,免费评估
165,德克萨斯A&M大学Texas A & M University,United States,73.2,66.5,,,,86.7,58.8,免费评估
166,University of Barcelona,Spain,86.0,70.4,,,,45.3,58.7,免费评估
167,Pontificia Universidad Católica de Chile,Chile,87.2,94.0,43.0,,,,58.3,免费评估
167,National Tsing Hua University,Taiwan,66.8,54.1,,46.4,,82.0,58.3,免费评估
169,滑铁卢大学University of Waterloo,Canada,64.4,84.0,,79.8,76.7,57.8,57.8,免费评估
170,英国女王大学Queen's University Belfast,United Kingdom,56.7,52.7,52.7,97.3,94.3,47.3,57.7,免费评估
171,Vrije Universiteit Amsterdam,Netherlands,68.9,69.1,46.4,45.1,,53.2,57.6,免费评估
171,卡尔加里大学Calgary University,Canada,61.3,66.9,,52.1,56.5,78.0,57.6,免费评估
173,Universitat Autònoma de Barcelona,Spain,80.0,45.7,,,,58.8,57.5,免费评估
173,Universite libre de Bruxelles,Belgium,55.3,69.5,,91.2,95.0,53.8,57.5,免费评估
175,Universidad Nacional Autónoma de Mexico,Mexico,93.9,88.4,,,,,56.9,免费评估
175,Chalmers University of Technology,Sweden,49.1,86.6,64.8,74.2,42.7,48.1,56.9,免费评估
177,Rheinische Friedrich-Wilhelms-Universitt Bonn,Germany,65.2,,70.7,,40.2,49.8,56.8,免费评估
178,Universidad Autonoma de Madrid,Spain,75.2,71.4,45.3,,,42.2,56.5,免费评估
179,École Normale Supérieure de Lyon,France,59.5,,100.0,51.4,37.1,,56.3,免费评估
179,巴斯大学University of Bath,United Kingdom,50.0,90.8,,88.2,91.9,53.0,56.3,免费评估
181,Vrije Universiteit Brussel,Belgium,41.1,60.5,94.9,77.4,70.8,36.0,56.2,免费评估
182,Alma Mater Studiorum - University of Bologna,Italy,90.0,56.6,,,,45.3,55.8,免费评估
182,Stockholm University,Sweden,81.0,45.1,51.3,,,36.1,55.8,免费评估
182,科罗拉多大学波尔得分校University of Colorado Boulder,United States,54.3,50.4,69.7,39.3,,61.5,55.8,免费评估
182,范德堡大学Vanderbilt University,United States,49.3,,100.0,,,64.0,55.8,免费评估
186,"University of Illinois, Chicago",United States,55.2,47.5,45.1,58.4,48.2,71.8,55.7,免费评估
187,女王大学Queen's University,Canada,60.4,65.5,,80.7,,73.9,55.5,免费评估
187,Aalto University,Finland,50.6,61.3,98.4,72.0,37.1,,55.5,免费评估
189,凯斯西储大学Case Western Reserve University,United States,,,96.8,,59.2,93.7,55.4,免费评估
190,Technion - Israel Institute of Technology,Israel,54.6,46.0,,66.8,,88.4,55.3,免费评估
191,西安大略大学University of Western Ontario,Canada,56.9,59.1,,85.3,54.1,65.2,55.2,免费评估
192,Technische Universität Berlin,Germany,73.7,80.3,46.6,36.7,42.3,,54.9,免费评估
192,University Hamburg,Germany,70.9,58.9,46.0,28.8,36.6,40.4,54.9,免费评估
192,佛罗里达大学University of Florida,United States,58.8,,63.9,,,64.2,54.9,免费评估
195,密歇根州立大学Michigan State University,United States,63.5,49.5,,63.3,53.6,64.5,54.6,免费评估
195,Tel Aviv University,Israel,60.2,53.3,,35.6,,99.8,54.6,免费评估
197,Keio University,Japan,70.6,88.0,59.1,,,,54.4,免费评估
198,Universidad de Buenos Aires,Argentina,94.2,95.7,,27.2,,,54.3,免费评估
198,University of Tsukuba,Japan,57.9,49.8,83.0,,,35.8,54.3,免费评估
200,萨塞克斯大学University of Sussex,United Kingdom,52.6,,,87.8,96.6,66.3,53.9,免费评估
200,乔治城大学Georgetown University,United States,50.0,66.1,50.6,44.6,54.2,60.4,53.9,免费评估
202,Sapienza University of Rome,Italy,88.5,49.3,,,,53.0,53.8,免费评估
202,雷丁大学University of Reading,United Kingdom,47.7,67.1,51.3,86.4,89.1,44.2,53.8,免费评估
202,National Chiao Tung University,Taiwan,45.1,,66.0,51.6,54.1,71.0,53.8,免费评估
205,University of Antwerp,Belgium,43.6,41.3,98.1,68.4,49.5,,53.6,免费评估
206,Universidade estadual de Campinas,Brazil,75.4,75.8,,,,39.7,53.5,免费评估
206,University of Gothenburg,Sweden,59.5,,50.7,38.3,,67.6,53.5,免费评估
208,University of Turku,Finland,48.4,58.7,88.0,37.4,,39.9,53.4,免费评估
209,Université Paris-Sud,France,47.9,,76.9,38.3,53.1,59.7,53.3,免费评估
210,Université Paris Diderot - Paris 7,France,68.1,,,39.8,47.7,81.3,53.0,免费评估
211,莱斯特大学University of Leicester,United Kingdom,35.6,,63.3,77.1,97.2,67.1,52.7,免费评估
212,University Complutense Madrid,Spain,79.7,81.5,,,,,52.2,免费评估
212,University of Twente,Netherlands,42.7,47.5,,74.5,78.1,74.1,52.2,免费评估
214,塔夫茨大学Tufts University,United States,,,63.8,47.6,41.7,98.2,51.9,免费评估
215,Université Joseph Fourier - Grenoble 1,France,56.5,,45.1,,42.8,73.3,51.8,免费评估
215,The University of Arizona,United States,55.7,,,,,85.1,51.8,免费评估
217,Universität Frankfurt am Main,Germany,63.1,63.8,,,47.3,45.6,51.6,免费评估
218,渥太华大学University of Ottawa,Canada,50.8,,,87.0,44.1,90.6,51.3,免费评估
219,Hanyang University,South Korea,40.1,64.8,98.7,27.4,76.5,,51.1,免费评估
220,Universidad de Chile,Chile,80.1,87.9,,,,,50.9,免费评估
220,Waseda University,Japan,73.6,90.1,,34.9,,,50.9,免费评估
222,Indian Institute of Technology Bombay,India,66.0,92.5,,,,44.3,50.7,免费评估
222,西蒙弗雷泽大学Simon Fraser University,Canada,47.3,43.4,,93.7,91.7,79.1,50.7,免费评估
222,Sciences Po Paris,France,38.9,77.9,93.6,65.7,96.9,,50.7,免费评估
225,King Fahd University of Petroleum & Minerals,Saudi Arabia,43.3,50.2,86.9,100.0,68.0,,50.5,免费评估
226,Université de Strasbourg,France,74.6,,,34.8,62.9,44.8,50.4,免费评估
227,Université Paris-Sorbonne,France,87.1,71.8,,32.4,57.7,,50.3,免费评估
228,Université Paris 1 Panthéon-Sorbonne,France,83.4,90.1,,38.0,73.5,,50.0,免费评估
229,Politecnico di Milano,Italy,67.4,87.3,,31.1,44.1,36.4,49.9,免费评估
230,University College Cork,Ireland,40.6,59.8,45.1,89.1,48.9,56.4,49.5,免费评估
230,邓迪大学University of Dundee,United Kingdom,34.5,,74.9,80.3,82.4,59.8,49.5,免费评估
232,National Cheng Kung University,Taiwan,56.6,40.2,50.1,,,49.5,49.3,免费评估
233,Saint-Petersburg State University,Russia,55.7,48.5,98.8,,,,49.2,免费评估
234,Technische Universität Dresden,Germany,46.7,70.8,,,37.0,79.3,49.1,免费评估
235,Indian Institute of Technology Delhi,India,56.8,86.3,43.9,,,40.5,48.6,免费评估
235,达尔豪斯大学Dalhousie University,Canada,43.2,,,97.7,60.3,77.8,48.6,免费评估
237,圣母诺特丹大学University of Notre Dame,United States,40.1,42.8,50.6,72.7,,65.9,48.5,免费评估
238,University of Milan,Italy,67.6,,,,,61.3,48.2,免费评估
239,迈阿密大学University of Miami,United States,,,95.8,,37.6,67.5,47.6,免费评估
240,Beijing Normal University,China,59.9,50.6,46.6,57.0,,,47.4,免费评估
240,东英吉利大学University of East Anglia,United Kingdom,40.9,,46.2,81.1,88.2,55.2,47.4,免费评估
242,坎特伯雷大学University of Canterbury,New Zealand,42.8,67.5,,100.0,64.3,50.4,47.2,免费评估
243,Chulalongkorn University,Thailand,75.6,65.7,,,,,47.1,免费评估
244,Charles University in Prague,Czech Republic,60.7,55.2,44.6,,46.1,,47.0,免费评估
245,University of Pisa,Italy,65.5,,,,,71.9,46.9,免费评估
246,Norwegian University of Science And Technology,Norway,45.6,52.3,,77.5,41.6,47.4,46.4,免费评估
246,Vienna University of Technology,Austria,43.4,71.0,,59.1,84.9,57.3,46.4,免费评估
246,思克莱德大学University of Strathclyde,United Kingdom,43.3,74.0,,85.0,64.2,35.9,46.4,免费评估
249,Westfälische Wilhelms-Universitat Münster,Germany,47.7,69.8,51.6,29.0,,36.5,46.2,免费评估
249,King Saud University,Saudi Arabia,40.3,44.8,90.6,96.7,,,46.2,免费评估
249,American University of Beirut,Lebanon,,87.6,64.8,98.2,78.3,,46.2,免费评估
249,University Ulm,Germany,,,85.3,46.2,34.1,78.9,46.2,免费评估
253,Instituto Tecnológico y de Estudios Superiores de Monterrey,Mexico,44.0,91.3,64.1,71.0,40.5,,46.1,免费评估
254,麦考瑞大学Macquarie University,Australia,47.5,69.1,,100.0,85.8,35.7,45.8,免费评估
254,University of Navarra,Spain,34.7,68.3,80.2,,49.3,,45.8,免费评估
256,National Yang Ming University,Taiwan,,,99.1,,,64.2,45.6,免费评估
257,Mahidol University,Thailand,52.6,,84.4,,,,45.5,免费评估
257,"The University of Newcastle, Australia",Australia,49.1,63.8,,92.7,40.7,36.0,45.5,免费评估
259,Universiti Kebangsaan Malaysia,Malaysia,52.1,39.5,60.4,95.1,42.5,,45.4,免费评估
259,University of Oulu,Finland,34.9,,72.1,64.3,,61.1,45.4,免费评估
261,"University of California, Riverside",United States,36.4,,,87.5,37.9,82.4,45.2,免费评估
262,Università di Padova,Italy,69.8,,,,,40.7,45.1,免费评估
262,Universidad de los Andes,Colombia,64.3,84.6,,36.2,,,45.1,免费评估
264,"University of Technology, Sydney",Australia,44.3,88.8,,94.9,91.9,,45.0,免费评估
265,拉夫堡大学Loughborough University,United Kingdom,39.3,69.6,,80.4,67.7,,44.9,免费评估
265,"University of California, Santa Cruz",United States,36.6,,,61.9,,95.9,44.9,免费评估
267,Umea University,Sweden,38.3,,77.3,27.5,,46.1,44.8,免费评估
267,University of Eastern Finland,Finland,,,80.4,39.3,,59.5,44.8,免费评估
269,Technische Universität Darmstadt,Germany,36.9,88.2,,57.7,59.1,50.1,44.7,免费评估
269,爱荷华大学University of Iowa,United States,35.4,,55.5,,,77.5,44.7,免费评估
271,Universidade Federal do Rio de Janeiro,Brazil,68.5,42.9,,,,,44.5,免费评估
272,印第安纳大学伯明顿主校区Indiana University Bloomington,United States,59.5,57.1,,,,,44.4,免费评估
272,Université de Liège,Belgium,,46.5,69.6,43.7,65.4,33.4,44.4,免费评估
274,Universität Stuttgart,Germany,41.3,60.1,67.8,37.3,67.1,,44.3,免费评估
275,惠灵顿维多利亚大学Victoria University of Wellington,New Zealand,49.2,67.0,,100.0,68.7,,44.2,免费评估
275,Kyung Hee University,South Korea,39.0,61.5,82.2,,41.1,,44.2,免费评估
275,伦敦大学皇家霍洛威学院Royal Holloway University of London,United Kingdom,,,,96.5,98.3,51.1,44.2,免费评估
278,Université Paris Descartes,France,39.9,,,,42.4,94.9,44.0,免费评估
279,"Rutgers, The State University of New Jersey, New Brunswick",United States,50.4,,45.6,27.4,,44.3,43.7,免费评估
280,"National University of Ireland, Galway",Ireland,37.3,43.8,62.2,91.8,50.6,,43.6,免费评估
280,Yeshiva University,United States,,,97.8,,,96.5,43.6,免费评估
282,University of Massachusetts Amherst,United States,47.2,,,,,67.8,43.5,免费评估
283,Linköping University,Sweden,37.8,66.0,64.0,37.6,,,43.4,免费评估
283,伍伦贡大学University of Wollongong,Australia,,84.4,,99.7,69.3,33.7,43.4,免费评估
