Rank,Institution,Country Region,National Rank,Alumni,Award,HiCi,N&S,PUB,PCP,Total Score,Free
78,Technion-Israel Institute of Technology,Israel,2,24.1,37.6,15.2,19.1,33.3,27.1,26.8,免费评估
78,佛罗里达大学University of Florida,USA,44,17.5,0.0,30.9,22.0,60.4,17.5,26.8,免费评估
82,莱斯大学Rice University,USA,45,16.6,21.7,28.1,24.6,30.0,34.6,26.7,免费评估
82,University of Groningen,Netherlands,3,0.0,18.8,23.0,19.9,52.6,32.0,26.7,免费评估
84,Moscow State University,Russia,1,42.4,33.0,0.0,9.7,47.9,30.7,26.1,免费评估
85,昆士兰大学The University of Queensland,Australia,3,12.9,0.0,22.0,21.7,61.4,27.8,25.7,免费评估
86,亚利桑那州立大学Arizona State University,USA,46,14.9,0.0,27.2,30.7,48.4,20.5,25.4,免费评估
87,犹他大学University of Utah,USA,47,0.0,11.5,26.5,27.2,47.3,18.7,25.0,免费评估
88,亚利桑那州立大学Arizona State University,USA,48,0.0,20.0,22.2,27.3,42.5,19.1,24.9,免费评估
88,西澳大学The University of Western Australia,Australia,4,13.9,14.1,22.9,15.3,47.9,28.4,24.9,免费评估
90,麦克马斯特大学McMaster University,Canada,4,12.9,18.8,23.2,15.5,45.7,22.6,24.8,免费评估
90,University of Basel,Switzerland,4,19.7,16.3,17.4,20.8,39.4,34.4,24.8,免费评估
90,罗彻斯特大学University of Rochester,USA,49,25.2,7.7,25.2,24.0,40.7,21.5,24.8,免费评估
93,加利福尼亚大学圣克鲁兹分校University of California， Santa Cruz,USA,50,0.0,0.0,37.9,34.3,29.4,37.3,24.7,免费评估
94,University of Bonn,Germany,4,15.8,19.8,17.4,21.9,40.5,25.2,24.6,免费评估
95,University of Strasbourg,France,4,25.8,28.8,13.9,17.7,35.5,21.2,24.5,免费评估
96,KU Leuven,Belgium,2,0.0,0.0,29.5,19.1,54.9,29.1,24.2,免费评估
96,Swiss Federal Institute of Technology Lausanne,Switzerland,5,0.0,0.0,26.1,29.5,43.3,38.6,24.2,免费评估
96,德克萨斯A&M大学Texas A & M University,USA,51,0.0,0.0,34.3,23.2,50.2,20.8,24.2,免费评估
99,佐治亚理工学院Georgia Institute of Technology,USA,52,12.9,0.0,31.0,22.2,43.9,28.0,24.1,免费评估
100,VU University Amsterdam,Netherlands,4,0.0,0.0,27.8,17.5,55.3,32.6,24.0,免费评估
