Rank,Institution,Country Region,National Rank,Alumni,Award,HiCi,N&S,PUB,PCP,Total Score,Free
38,墨尔本大学The University of Melbourne,Australia,1,16.8,13.1,42.8,21.4,72.3,33.6,35.7,免费评估
38,科罗拉多大学波尔得分校University of Colorado Boulder,USA,26,12.4,33.6,31.8,37.4,48.5,35.0,35.7,免费评估
40,德克萨斯大学奥斯汀分校The University of Texas at Austin,USA,27,20.9,16.1,38.3,36.4,58.6,29.2,35.6,免费评估
41,伊利诺伊大学香槟分校University of Illinois at Urbana-Champaign,USA,28,29.6,35.8,19.2,31.8,57.8,28.0,35.4,免费评估
42,University of Paris-Sud (Paris 11),France,2,30.0,53.6,19.2,18.5,49.0,33.4,35.1,免费评估
43,英属哥伦比亚大学University of British Columbia,Canada,2,15.2,18.6,34.5,29.6,66.6,26.7,34.8,免费评估
44,Karolinska Institute,Sweden,1,25.4,26.3,25.3,24.9,56.6,48.6,34.7,免费评估
45,Tsinghua University,China,1,10.2,0.0,37.1,38.4,74.6,24.1,34.1,免费评估
46,"加利福尼亚大学圣塔芭芭拉分校University of California, Santa Barbara",USA,29,14.4,38.6,30.3,28.7,40.1,37.5,33.4,免费评估
47,Heidelberg University,Germany,1,19.7,25.0,28.7,27.7,53.6,35.6,33.2,免费评估
48,Technical University Munich,Germany,2,36.6,21.3,25.3,25.2,53.6,35.5,33.0,免费评估
48,The University of Texas Southwestern Medical Center at Dallas,USA,30,18.3,34.0,28.7,39.4,36.7,27.0,33.0,免费评估
50,范德堡大学Vanderbilt University,USA,31,15.2,28.6,30.3,23.0,53.4,35.3,32.8,免费评估
51,马里兰大学University of Maryland-College Park,USA,32,19.0,19.7,25.3,33.5,55.3,29.3,32.3,免费评估
51,Utrecht University,Netherlands,1,22.7,19.7,35.8,26.5,50.1,29.3,32.3,免费评估
53,University of Munich,Germany,3,28.3,18.9,23.5,30.6,53.3,34.9,32.2,免费评估
54,University of Zurich,Switzerland,2,5.1,23.7,30.3,29.4,54.0,33.8,32.0,免费评估
55,昆士兰大学The University of Queensland,Australia,2,12.4,0.0,37.1,26.6,66.8,34.9,31.5,免费评估
56,伦敦国王学院King's College London,UK,7,20.9,20.8,30.3,20.6,57.9,27.5,31.4,免费评估
57,Peking University,China,2,11.4,0.0,34.5,29.5,70.7,22.6,31.0,免费评估
57,University of Helsinki,Finland,1,18.3,20.8,28.7,21.7,54.6,34.2,31.0,免费评估
59,University of Geneva,Switzerland,3,29.6,27.9,25.3,27.0,40.1,32.6,30.9,免费评估
60,南加州大学University of Southern California,USA,33,0.0,31.3,31.8,20.4,55.1,24.6,30.8,免费评估
61,Ghent University,Belgium,1,5.1,13.1,39.5,17.5,59.1,36.7,30.7,免费评估
62,University of Oslo,Norway,1,27.8,32.2,13.5,17.2,54.9,28.6,29.8,免费评估
63,Uppsala University,Sweden,2,17.6,27.1,16.6,23.9,53.5,29.5,29.5,免费评估
64,Ecole Normale Superieure - Paris,France,3,48.4,27.6,0.0,18.8,30.3,84.8,29.3,免费评估
65,Aarhus University,Denmark,2,11.4,21.8,19.2,23.3,56.6,33.4,29.2,免费评估
66,University of Groningen,Netherlands,2,13.4,25.2,19.2,18.4,55.9,33.7,29.0,免费评估
67,Zhejiang University,China,3,0.0,0.0,35.8,17.6,74.5,21.8,28.3,免费评估
68,悉尼大学The University of Sydney,Australia,3,14.4,0.0,28.7,17.9,69.3,28.7,28.1,免费评估
69,澳大利亚国立大学The Australian National University,Australia,4,13.4,19.0,23.5,23.9,48.0,31.7,28.0,免费评估
70,波士顿大学Boston University,USA,34,11.4,11.4,30.3,24.3,53.1,23.8,27.9,免费评估
70,麦吉尔大学McGill University,Canada,3,32.5,0.0,19.2,25.8,62.1,26.8,27.9,免费评估
70,普渡大学Purdue University,USA,34,13.4,22.8,19.2,23.1,53.2,23.7,27.9,免费评估
70,莱斯大学Rice University,USA,34,16.1,21.4,35.8,19.7,32.4,38.6,27.9,免费评估
74,Leiden University,Netherlands,3,17.6,9.3,28.7,20.6,51.9,33.0,27.7,免费评估
74,宾州州立大学Pennsylvania State University,USA,37,10.2,0.0,34.5,28.7,55.1,24.6,27.7,免费评估
74,布里斯托大学University of Bristol,UK,8,7.2,16.1,23.5,30.0,48.4,28.6,27.7,免费评估
77,Stockholm University,Sweden,3,23.8,27.1,16.6,22.1,43.8,27.4,27.6,免费评估
77,Technion-Israel Institute of Technology,Israel,1,23.3,37.2,19.2,20.6,32.1,28.8,27.6,免费评估
79,Erasmus University Rotterdam,Netherlands,4,0.0,14.7,48.8,14.6,36.4,40.2,27.5,免费评估
79,佐治亚理工学院Georgia Institute of Technology,USA,38,12.4,0.0,38.3,24.6,46.6,38.0,27.5,免费评估
81,Mayo Medical School,USA,39,0.0,0.0,50.7,13.8,51.3,35.9,27.3,免费评估
81,Swiss Federal Institute of Technology Lausanne,Switzerland,4,0.0,0.0,34.5,33.1,43.8,44.4,27.3,免费评估
83,Nagoya University,Japan,3,28.7,25.0,16.6,18.8,46.2,25.0,27.2,免费评估
83,"加利福尼亚大学欧文分校University of California, Irvine",USA,40,0.0,28.9,21.4,22.7,47.6,24.8,27.2,免费评估
85,National University of Singapore,Singapore,1,0.0,0.0,30.3,22.4,62.1,35.5,27.1,免费评估
86,KU Leuven,Belgium,2,0.0,0.0,33.2,22.4,60.9,31.2,27.0,免费评估
86,麦克马斯特大学McMaster University,Canada,4,12.4,18.6,34.5,11.3,46.3,30.8,27.0,免费评估
86,Moscow State University,Russia,1,40.9,32.6,0.0,9.7,52.5,33.7,27.0,免费评估
86,佛罗里达大学University of Florida,USA,41,16.8,0.0,28.7,18.9,63.6,24.8,27.0,免费评估
90,匹兹堡大学University of Pittsburgh-Pittsburgh Campus,USA,42,18.3,0.0,33.2,18.1,62.0,18.9,26.9,免费评估
91,卡内基梅隆大学Carnegie Mellon University,USA,43,31.3,31.2,21.4,12.3,35.6,30.1,26.8,免费评估
91,蒙纳什大学Monash University,Australia,5,0.0,0.0,28.7,23.1,64.6,29.7,26.8,免费评估
93,西澳大学The University of Western Australia,Australia,6,13.4,13.9,25.3,15.7,51.1,33.5,26.5,免费评估
94,俄亥俄州立大学Ohio State University,USA,44,12.4,0.0,27.1,21.3,65.3,18.6,26.4,免费评估
95,The Hebrew University of Jerusalem,Israel,2,31.7,27.9,13.5,17.9,39.0,28.1,26.2,免费评估
96,Nanyang Technological University,Singapore,2,0.0,0.0,35.8,19.2,55.2,33.5,25.9,免费评估
96,University of Basel,Switzerland,5,23.3,16.1,13.5,27.1,40.5,36.3,25.9,免费评估
96,"加州大学戴维斯分校University of California,Davis",USA,45,0.0,0.0,25.3,30.5,59.3,23.6,25.9,免费评估
99,University of Goettingen,Germany,4,30.5,14.7,21.4,22.1,39.0,27.4,25.7,免费评估
100,The University of Texas M. D. Anderson Cancer Center,USA,46,0.0,0.0,31.8,23.0,42.7,50.7,25.1,免费评估
