Rank,Institution,Country Region,National Rank,Alumni,Award,HiCi,N&S,PUB,PCP,Total Score,Free
25,伊利诺伊大学香槟分校University of Illinois at Urbana-Champaign,UnitedStates,19,35.4,36.5,42.6,37.1,58.6,27.8,42.6,免费评估
26,"The Imperial College of Science, Technology and Medicine",UnitedKingdom,4,17.7,37.2,41.4,36.9,62.3,33.0,41.9,免费评估
27,多伦多大学University of Toronto,Canada,1,23.8,19.2,38.8,38.3,80.3,27.9,41.8,免费评估
28,"明尼苏达大学双城校区University of Minnesota,Twin Cities",UnitedStates,20,30.6,16.2,50.4,36.1,66.6,23.9,40.6,免费评估
29,西北大学Northwestern University,UnitedStates,21,18.5,18.9,48.3,35.9,59.7,28.4,38.4,免费评估
30,圣路易斯华盛顿大学Washington University in St Louis,UnitedStates,22,21.3,25.9,38.8,41.0,54.8,26.7,38.1,免费评估
31,纽约大学New York University,UnitedStates,23,32.4,24.4,40.7,36.2,54.4,22.4,37.8,免费评估
32,"加利福尼亚大学圣塔芭芭拉分校University of California, Santa Barbara",UnitedStates,24,16.0,35.1,42.0,33.3,42.6,37.3,37.1,免费评估
32,科罗拉多大学波尔得分校University of Colorado Boulder,UnitedStates,24,14.1,30.7,38.8,41.7,44.7,33.5,37.1,免费评估
34,Rockefeller University,UnitedStates,26,19.2,58.4,28.8,42.3,21.0,35.6,36.7,免费评估
35,杜克大学Duke University,UnitedStates,27,17.7,0.0,45.8,42.2,62.0,24.4,35.3,免费评估
36,英属哥伦比亚大学University of British Columbia,Canada,2,17.7,18.9,32.2,30.8,65.7,23.7,34.7,免费评估
36,马里兰大学University of Maryland-College Park,UnitedStates,28,22.0,19.9,41.4,29.0,53.6,26.2,34.7,免费评估
38,德克萨斯大学奥斯汀分校The University of Texas at Austin,UnitedStates,29,18.5,16.6,46.1,28.4,54.4,24.7,34.5,免费评估
39,Pierre and Marie Curie University - Paris 6,France,1,34.8,23.5,24.9,28.8,59.9,21.9,34.2,免费评估
40,University of Copenhagen,Denmark,1,26.1,24.1,26.0,26.0,56.4,32.3,33.4,免费评估
41,北卡罗来纳州大学教堂山分校University of North Carolina at Chapel Hill,UnitedStates,30,10.7,16.2,39.4,27.7,60.6,23.9,33.3,免费评估
42,Karolinska Institute,Sweden,1,26.1,27.2,31.4,20.5,49.9,38.1,33.2,免费评估
43,宾州州立大学Pennsylvania State University,UnitedStates,31,11.9,0.0,46.6,37.4,56.1,23.2,32.6,免费评估
44,曼彻斯特大学The University of Manchester,UnitedKingdom,5,23.2,18.9,27.9,28.0,59.1,23.1,32.4,免费评估
45,University of Paris Sud (Paris 11),France,2,31.7,46.0,12.5,20.8,49.9,23.6,32.3,免费评估
46,"加州大学戴维斯分校University of California,Davis",UnitedStates,32,0.0,0.0,47.2,31.7,63.0,26.0,32.0,免费评估
46,"加利福尼亚大学欧文分校University of California, Irvine",UnitedStates,32,0.0,29.3,36.7,26.3,49.3,26.9,32.0,免费评估
46,南加州大学University of Southern California,UnitedStates,32,0.0,26.7,38.8,26.3,53.1,20.0,32.0,免费评估
49,The University of Texas Southwestern Medical Center at Dallas,UnitedStates,35,20.6,33.1,30.5,29.9,38.4,23.5,31.8,免费评估
50,Utrecht University,Netherlands,1,26.1,20.9,27.9,30.4,48.2,26.1,31.7,免费评估
51,University of Zurich,Switzerland,2,10.7,26.7,26.4,28.7,50.6,27.0,31.2,免费评估
52,University of Munich,Germany,1,31.5,22.8,16.1,26.3,54.5,30.7,31.1,免费评估
53,范德堡大学Vanderbilt University,UnitedStates,36,17.7,29.5,31.4,20.2,50.8,19.1,31.0,免费评估
54,"罗格斯大学Rutgers, The State University of New Jersey, New Brunswick",UnitedStates,37,13.1,19.9,40.1,27.9,43.7,23.2,30.9,免费评估
54,爱丁堡大学The University of Edinburgh,UnitedKingdom,6,19.2,16.6,26.0,34.2,51.3,23.9,30.9,免费评估
56,Technical University Munich,Germany,2,39.2,23.5,24.9,19.5,46.5,29.2,30.7,免费评估
56,匹兹堡大学University of Pittsburgh-Pittsburgh Campus,UnitedStates,38,21.3,0.0,42.0,23.4,63.1,19.0,30.7,免费评估
58,卡内基梅隆大学Carnegie Mellon University,UnitedStates,39,32.9,32.7,30.5,15.2,34.2,34.3,30.2,免费评估
59,澳大利亚国立大学The Australian National University,Australia,1,15.1,12.6,36.0,27.8,43.8,31.1,29.6,免费评估
59,俄亥俄州立大学Ohio State University,UnitedStates,40,15.1,0.0,41.7,22.8,62.0,19.1,29.6,免费评估
61,麦吉尔大学McGill University,Canada,3,31.1,0.0,32.2,22.9,59.6,25.3,29.5,免费评估
62,墨尔本大学The University of Melbourne,Australia,2,19.9,14.1,22.8,18.7,63.1,27.0,29.3,免费评估
63,伦敦国王学院King's College London,UnitedKingdom,7,14.1,23.0,31.4,16.7,50.7,25.0,29.1,免费评估
63,University of Heidelberg,Germany,3,16.9,27.0,17.6,23.0,50.6,28.6,29.1,免费评估
65,布朗大学Brown University,UnitedStates,41,16.0,13.6,31.4,29.6,41.9,32.1,29.0,免费评估
66,布里斯托大学University of Bristol,UnitedKingdom,8,9.2,17.8,28.8,29.1,47.3,25.1,28.9,免费评估
66,Uppsala University,Sweden,2,22.0,32.1,14.4,19.9,49.5,26.6,28.9,免费评估
68,佛罗里达大学University of Florida,UnitedStates,42,19.2,0.0,36.7,20.6,63.9,17.5,28.8,免费评估
69,普渡大学Purdue University,UnitedStates,43,16.0,16.6,29.7,22.4,51.8,20.6,28.6,免费评估
70,Leiden University,Netherlands,2,21.3,15.4,27.9,19.9,47.8,32.4,28.4,免费评估
71,Ecole Normale Superieure - Paris,France,3,50.8,24.4,12.5,18.7,27.9,56.7,28.3,免费评估
72,The Hebrew University of Jerusalem,Israel,1,31.5,19.9,24.9,20.8,41.6,26.5,28.1,免费评估
72,赫尔大学University of Hull,Finland,1,16.0,17.8,22.8,20.6,52.7,28.2,28.1,免费评估
74,Moscow State University,Russia,1,46.8,34.1,0.0,9.6,52.4,31.2,27.9,免费评估
75,Osaka University,Japan,3,10.7,0.0,26.9,27.9,60.2,27.8,27.7,免费评估
75,University of Oslo,Norway,1,22.0,33.3,17.6,13.5,46.6,24.3,27.7,免费评估
77,波士顿大学Boston University,UnitedStates,44,13.1,11.5,29.7,24.7,50.0,19.3,27.3,免费评估
78,亚利桑那州立大学Arizona State University,UnitedStates,45,0.0,0.0,29.7,37.5,52.1,21.6,26.8,免费评估
79,Stockholm University,Sweden,3,25.0,29.5,16.1,20.4,37.5,24.2,26.4,免费评估
79,Nagoya University,Japan,4,24.4,14.1,16.1,24.3,48.1,26.1,26.4,免费评估
81,Arizona State University - Tempe,UnitedStates,46,0.0,19.9,24.9,26.9,44.3,21.1,26.1,免费评估
82,罗彻斯特大学University of Rochester,UnitedStates,47,0.0,11.5,30.5,27.0,46.6,19.2,25.8,免费评估
82,犹他大学University of Utah,UnitedStates,47,28.2,8.9,26.9,20.6,43.3,21.9,25.8,免费评估
84,Tohoku University,Japan,5,16.0,0.0,21.6,20.8,60.3,27.4,25.7,免费评估
84,诺丁汉大学The University of Nottingham,UnitedKingdom,9,13.1,19.9,23.9,16.1,47.6,20.9,25.7,免费评估
86,密歇根州立大学Michigan State University,UnitedStates,49,10.7,0.0,37.4,19.1,52.4,18.7,25.5,免费评估
86,University of Basel,Switzerland,3,22.0,17.0,22.8,19.4,36.2,34.5,25.5,免费评估
88,麦克马斯特大学McMaster University,Canada,4,14.1,18.9,22.8,14.8,47.3,22.8,25.2,免费评估
88,谢菲尔德大学The University of Sheffield,UnitedKingdom,10,19.9,14.1,21.0,21.3,44.3,22.6,25.2,免费评估
90,Ghent University,Belgium,1,7.5,15.4,17.6,15.1,54.4,30.4,25.1,免费评估
90,印第安纳大学伯明顿主校区Indiana University Bloomington,UnitedStates,50,11.9,22.7,24.9,18.5,39.9,19.6,25.1,免费评估
92,悉尼大学The University of Sydney,Australia,3,16.9,0.0,20.4,18.4,61.4,25.1,25.0,免费评估
93,University of Bonn,Germany,4,16.9,19.9,14.4,23.3,42.5,24.3,24.9,免费评估
93,University of Goettingen,Germany,4,32.9,19.9,14.4,17.2,40.7,24.3,24.9,免费评估
95,Texas A&M University - College Station,UnitedStates,51,0.0,0.0,34.5,21.0,54.0,21.0,24.8,免费评估
96,"弗吉尼亚大学University of Virginia,Main Campus",UnitedStates,52,0.0,0.0,34.5,26.8,47.5,19.5,24.5,免费评估
97,凯斯西储大学Case Western Reserve University,UnitedStates,53,34.5,11.5,21.6,14.3,41.9,22.7,24.3,免费评估
98,Aarhus University,Denmark,2,13.1,18.9,7.2,23.5,48.4,25.4,24.2,免费评估
99,莱斯大学Rice University,UnitedStates,54,18.5,21.8,21.6,18.8,30.2,29.6,24.0,免费评估
99,伯明翰大学University of Birmingham,UnitedKingdom,11,21.3,10.9,21.6,16.2,46.4,20.7,24.0,免费评估
