Rank,Institution,Country Region,National Rank,Alumni,Award,HiCi,N&S,PUB,PCP,Total Score,Free
47,爱丁堡大学The University of Edinburgh,UnitedKingdom,5,22.6,17.1,26.1,35.8,49.4,29.9,31.8,免费评估
47,"加利福尼亚大学欧文分校University of California, Irvine",UnitedStates,35,0.0,30.0,32.4,28.5,48.2,31.1,31.8,免费评估
47,马里兰大学University of Maryland-College Park,UnitedStates,35,25.9,0.0,40.8,33.6,54.6,25.6,31.8,免费评估
50,南加州大学University of Southern California,UnitedStates,37,0.0,27.3,37.7,23.6,52.8,25.8,31.7,免费评估
51,University of Munich,Germany,1,37.1,21.1,15.7,30.4,51.9,30.0,31.4,免费评估
52,Technical University Munich,Germany,2,43.0,24.1,24.8,20.7,46.5,29.2,31.3,免费评估
53,曼彻斯特大学The University of Manchester,UnitedKingdom,6,27.3,19.3,23.6,22.6,57.3,30.4,31.2,免费评估
54,卡内基梅隆大学Carnegie Mellon University,UnitedStates,38,30.7,33.5,32.4,14.7,38.3,31.4,30.8,免费评估
55,北卡罗来纳州大学教堂山分校University of North Carolina at Chapel Hill,UnitedStates,39,12.5,0.0,35.1,32.8,59.5,27.3,30.3,免费评估
56,澳大利亚国立大学The Australian National University,Australia,1,17.7,12.9,36.9,29.0,45.1,27.8,30.2,免费评估
57,University of Copenhagen,Denmark,1,30.7,24.7,23.6,22.8,45.7,27.7,30.0,免费评估
57,佛罗里达大学University of Florida,UnitedStates,40,15.4,0.0,35.1,25.0,65.2,25.8,30.0,免费评估
57,University of Zurich,Switzerland,2,12.5,27.3,19.2,30.3,47.2,30.6,30.0,免费评估
60,Uppsala University,Sweden,2,25.9,32.9,11.1,28.7,49.1,21.6,29.9,免费评估
61,University of Paris Sud (Paris 11),France,2,33.2,34.2,13.6,19.6,44.9,27.9,29.4,免费评估
62,Osaka University,Japan,3,12.5,0.0,23.6,31.1,66.8,29.2,29.3,免费评估
63,俄亥俄州立大学Ohio State University,UnitedStates,41,17.7,0.0,40.8,21.5,61.2,19.5,29.2,免费评估
64,布里斯托大学University of Bristol,UnitedKingdom,7,10.9,18.2,30.4,24.5,47.5,27.4,28.8,免费评估
65,谢菲尔德大学The University of Sheffield,UnitedKingdom,8,23.5,14.4,23.6,29.2,46.6,27.1,28.6,免费评估
65,罗彻斯特大学University of Rochester,UnitedStates,42,33.2,9.1,27.2,25.3,43.0,36.1,28.6,免费评估
67,麦吉尔大学McGill University,Canada,3,28.8,0.0,28.3,23.6,56.8,30.0,28.4,免费评估
67,Moscow State University,Russia,1,51.4,34.9,0.0,7.5,54.0,31.6,28.4,免费评估
69,凯斯西储大学Case Western Reserve University,UnitedStates,43,40.7,11.8,20.8,23.0,44.8,33.7,28.3,免费评估
69,University of Oslo,Norway,1,25.9,34.1,17.6,18.2,41.5,26.4,28.3,免费评估
71,University of Heidelberg,Germany,3,10.9,27.7,20.8,20.9,48.1,26.9,28.0,免费评估
72,Leiden University,Netherlands,2,25.1,15.8,27.2,19.3,46.7,28.1,27.9,免费评估
73,Tohoku University,Japan,4,18.8,0.0,19.2,26.9,65.3,29.0,27.8,免费评估
73,亚利桑那州立大学Arizona State University,UnitedStates,44,0.0,0.0,29.4,36.8,55.8,25.7,27.8,免费评估
75,普渡大学Purdue University,UnitedStates,45,18.8,17.1,27.2,21.4,49.8,19.4,27.7,免费评估
76,赫尔大学University of Hull,Finland,1,18.8,18.2,15.7,21.4,54.5,27.5,27.4,免费评估
77,密歇根州立大学Michigan State University,UnitedStates,46,12.5,0.0,37.7,26.6,51.0,18.7,26.9,免费评估
78,莱斯大学Rice University,UnitedStates,47,21.7,22.3,23.6,24.4,30.8,31.0,26.2,免费评估
78,The Hebrew University of Jerusalem,Israel,1,33.2,0.0,23.6,27.1,46.6,26.9,26.2,免费评估
80,波士顿大学Boston University,UnitedStates,48,15.4,0.0,31.4,28.1,50.8,17.5,26.1,免费评估
80,伦敦国王学院King's College London,UnitedKingdom,9,16.6,23.5,20.8,17.4,44.6,24.8,26.1,免费评估
82,墨尔本大学The University of Melbourne,Australia,2,15.4,14.4,22.2,18.7,53.5,19.9,26.0,免费评估
83,诺丁汉大学The University of Nottingham,UnitedKingdom,10,15.4,20.4,20.8,19.0,45.6,24.8,25.9,免费评估
84,University of Goettingen,Germany,4,38.7,20.4,15.7,17.5,40.2,24.5,25.8,免费评估
85,University of Vienna,Austria,1,25.1,15.8,7.9,22.7,52.2,26.4,25.6,免费评估
86,布朗大学Brown University,UnitedStates,49,0.0,13.9,29.4,25.5,40.7,27.9,25.4,免费评估
87,印第安纳大学伯明顿主校区Indiana University Bloomington,UnitedStates,50,14.0,18.2,24.8,21.2,42.0,18.2,25.2,免费评估
87,University of Basel,Switzerland,3,25.9,17.5,19.2,21.4,34.5,33.8,25.2,免费评估
89,Texas A&M University - College Station,UnitedStates,51,0.0,0.0,32.4,24.4,55.0,20.4,25.1,免费评估
90,麦克马斯特大学McMaster University,Canada,4,16.6,19.3,22.2,15.9,43.5,23.9,24.9,免费评估
90,University of Freiburg,Germany,5,25.1,21.4,17.6,18.2,39.5,23.2,24.9,免费评估
92,University of Strasbourg,France,3,29.4,22.9,19.2,19.5,32.7,22.4,24.7,免费评估
93,Ecole Normale Superieure - Paris,France,4,47.8,25.0,13.6,18.1,27.2,23.3,24.6,免费评估
93,Stockholm University,Sweden,3,29.4,30.2,15.7,14.3,35.3,18.9,24.6,免费评估
93,Tokyo Institute of Technology,Japan,5,16.6,0.0,22.2,22.5,50.6,31.5,24.6,免费评估
93,犹他大学University of Utah,UnitedStates,52,0.0,0.0,30.4,31.4,45.5,24.8,24.6,免费评估
97,University of Roma - La Sapienza,Italy,1,16.6,15.8,11.1,21.8,54.6,15.1,24.5,免费评估
98,伯明翰大学University of Birmingham,UnitedKingdom,11,25.1,11.2,22.2,13.4,47.0,24.5,24.4,免费评估
99,Lund University,Sweden,4,29.4,0.0,24.8,19.4,50.1,18.1,24.3,免费评估
100,塔夫茨大学Tufts University,UnitedStates,53,18.8,17.1,20.8,19.1,37.4,25.2,23.9,免费评估
