Rank,Institution,Country Region,National Rank,Alumni,Award,HiCi,N&S,PUB,PCP,Total Score,Free
16,威斯康星大学-麦迪逊分校University of Wisconsin-Madison,UnitedStates,14,41.5,35.5,53.3,45.1,68.3,29.3,48.8,免费评估
17,"西雅图华盛顿大学University of Washington,Seattle Campus",UnitedStates,15,27.7,31.8,53.3,47.6,75.5,27.8,48.5,免费评估
18,旧金山大学University of San Francisco,UnitedStates,16,0.0,36.8,55.5,54.8,61.1,48.2,47.7,免费评估
19,The University of Tokyo,Japan,1,34.8,14.1,41.4,51.5,85.5,35.2,46.7,免费评估
20,The Johns Hopkins University,UnitedStates,17,49.5,27.8,40.7,52.2,68.8,25.3,46.6,免费评估
21,"密歇根大学安娜堡分校University of Michigan,Ann Arbor",UnitedStates,18,41.5,0.0,61.5,41.6,76.9,31.2,44.5,免费评估
22,Kyoto University,Japan,2,38.3,33.4,36.9,36.2,72.4,31.7,43.9,免费评估
23,"The Imperial College of Science, Technology and Medicine",UnitedKingdom,3,20.1,37.4,40.0,39.7,64.2,40.2,43.4,免费评估
24,多伦多大学University of Toronto,Canada,1,27.1,19.3,38.5,36.5,78.3,44.8,42.8,免费评估
25,伊利诺伊大学香槟分校University of Illinois at Urbana-Champaign,UnitedStates,19,40.1,36.6,45.5,33.6,57.7,26.3,42.5,免费评估
26,伦敦大学学院University College London,UnitedKingdom,4,29.6,32.2,38.5,43.2,60.0,33.4,42.2,免费评估
27,Swiss Federal Institute of Technology Zurich,Switzerland,1,38.8,36.3,35.3,39.9,43.5,52.6,41.2,免费评估
28,圣路易斯华盛顿大学Washington University in St Louis,UnitedStates,20,24.2,26.0,37.7,45.6,55.3,40.4,40.4,免费评估
29,纽约大学New York University,UnitedStates,21,36.8,24.5,42.8,34.0,54.0,26.4,38.4,免费评估
30,Rockefeller University,UnitedStates,22,21.8,58.6,28.8,44.8,24.1,38.4,38.3,免费评估
31,杜克大学Duke University,UnitedStates,23,20.1,0.0,48.0,45.4,62.4,40.3,38.2,免费评估
32,"明尼苏达大学双城校区University of Minnesota,Twin Cities",UnitedStates,24,34.8,0.0,50.4,34.1,69.7,24.3,37.8,免费评估
33,西北大学Northwestern University,UnitedStates,25,21.0,18.9,44.9,33.6,57.1,36.7,37.6,免费评估
34,科罗拉多大学波尔得分校University of Colorado Boulder,UnitedStates,26,16.0,30.8,40.0,37.0,46.4,30.1,36.4,免费评估
35,"加利福尼亚大学圣塔芭芭拉分校University of California, Santa Barbara",UnitedStates,27,0.0,35.3,42.1,37.0,43.7,35.7,36.1,免费评估
36,英属哥伦比亚大学University of British Columbia,Canada,2,20.1,18.9,31.7,31.9,62.1,36.6,35.5,免费评估
37,马里兰大学University of Maryland-College Park,UnitedStates,28,25.0,20.0,40.0,32.7,53.8,26.4,35.4,免费评估
38,The University of Texas Southwestern Medical Center at Dallas,UnitedStates,29,23.4,33.2,31.7,38.1,39.8,33.5,35.2,免费评估
39,德克萨斯大学奥斯汀分校The University of Texas at Austin,UnitedStates,30,21.0,16.7,48.0,28.3,55.4,21.8,34.9,免费评估
40,Utrecht University,Netherlands,1,29.6,20.9,28.8,27.5,57.3,26.9,33.4,免费评估
41,范德堡大学Vanderbilt University,UnitedStates,31,12.1,29.6,32.6,24.7,50.6,36.2,33.2,免费评估
42,宾州州立大学Pennsylvania State University,UnitedStates,32,13.5,0.0,44.9,37.7,58.0,23.8,32.7,免费评估
42,"加州大学戴维斯分校University of California,Davis",UnitedStates,32,0.0,0.0,47.4,33.3,63.3,30.1,32.7,免费评估
44,"加利福尼亚大学欧文分校University of California, Irvine",UnitedStates,34,0.0,29.4,35.3,28.9,49.0,32.4,32.6,免费评估
45,Pierre and Marie Curie University - Paris 6,France,1,34.4,23.5,23.1,24.9,52.9,32.5,32.4,免费评估
46,"罗格斯大学Rutgers, The State University of New Jersey, New Brunswick",UnitedStates,35,14.8,20.0,38.5,32.7,46.5,24.6,32.3,免费评估
47,南加州大学University of Southern California,UnitedStates,36,0.0,26.8,37.7,24.1,54.0,26.6,32.0,免费评估
48,Karolinska Institute,Sweden,1,29.6,27.3,33.5,18.0,48.7,25.6,31.9,免费评估
48,匹兹堡大学University of Pittsburgh-Pittsburgh Campus,UnitedStates,37,24.2,0.0,40.0,24.0,65.0,28.6,31.9,免费评估
50,曼彻斯特大学The University of Manchester,UnitedKingdom,5,26.4,18.9,24.3,24.9,58.7,28.7,31.7,免费评估
51,University of Munich,Germany,1,35.8,22.9,15.4,28.0,52.9,32.2,31.5,免费评估
52,爱丁堡大学The University of Edinburgh,UnitedKingdom,6,21.8,16.7,25.5,35.4,49.3,30.3,31.4,免费评估
53,佛罗里达大学University of Florida,UnitedStates,38,21.8,0.0,36.1,25.1,65.6,26.7,31.0,免费评估
54,Technical University Munich,Germany,2,41.5,23.6,24.3,19.5,46.2,30.7,30.8,免费评估
54,澳大利亚国立大学The Australian National University,Australia,1,17.1,12.6,37.7,30.1,44.4,32.8,30.8,免费评估
56,卡内基梅隆大学Carnegie Mellon University,UnitedStates,39,33.7,32.8,32.6,12.7,37.5,31.8,30.5,免费评估
56,University of Copenhagen,Denmark,1,29.6,24.2,23.1,24.8,46.4,30.0,30.5,免费评估
58,University of Zurich,Switzerland,2,12.1,26.8,21.8,29.7,47.9,31.4,30.4,免费评估
59,北卡罗来纳州大学教堂山分校University of North Carolina at Chapel Hill,UnitedStates,40,12.1,0.0,37.7,29.3,60.3,27.9,30.3,免费评估
60,The Hebrew University of Jerusalem,Israel,1,32.0,20.0,25.5,25.2,44.7,29.5,30.0,免费评估
61,Osaka University,Japan,3,12.1,0.0,25.5,30.7,67.0,29.9,29.6,免费评估
62,麦吉尔大学McGill University,Canada,3,27.7,0.0,30.8,22.4,59.7,33.5,29.5,免费评估
62,布里斯托大学University of Bristol,UnitedKingdom,7,10.5,17.9,29.8,26.3,47.8,33.2,29.5,免费评估
64,University of Paris Sud (Paris 11),France,2,32.0,33.5,13.3,20.8,44.7,29.7,29.4,免费评估
65,Uppsala University,Sweden,2,25.0,32.2,13.3,24.6,49.3,21.5,29.3,免费评估
66,俄亥俄州立大学Ohio State University,UnitedStates,41,17.1,0.0,40.7,20.6,61.3,19.7,29.0,免费评估
66,University of Heidelberg,Germany,3,19.1,27.2,18.8,21.5,49.5,29.5,29.0,免费评估
68,University of Oslo,Norway,1,25.0,33.4,18.8,17.7,42.7,28.5,28.6,免费评估
69,谢菲尔德大学The University of Sheffield,UnitedKingdom,8,22.6,14.1,23.1,29.2,45.8,30.2,28.5,免费评估
70,凯斯西储大学Case Western Reserve University,UnitedStates,42,39.2,11.5,21.8,22.0,43.9,33.6,27.9,免费评估
70,Moscow State University,Russia,1,49.5,34.2,0.0,5.6,54.3,33.4,27.9,免费评估
72,Leiden University,Netherlands,2,24.2,15.5,28.8,18.9,46.0,28.5,27.8,免费评估
73,普渡大学Purdue University,UnitedStates,43,18.2,16.7,27.7,20.7,50.6,19.9,27.7,免费评估
74,赫尔大学University of Hull,Finland,1,18.2,17.9,20.4,19.2,53.4,29.2,27.6,免费评估
74,罗彻斯特大学University of Rochester,UnitedStates,44,32.0,8.9,26.6,21.6,43.3,35.6,27.6,免费评估
76,Tohoku University,Japan,4,18.2,0.0,20.4,22.6,65.9,29.2,27.2,免费评估
76,亚利桑那州立大学Arizona State University,UnitedStates,45,0.0,0.0,28.8,36.7,54.0,25.6,27.2,免费评估
78,墨尔本大学The University of Melbourne,Australia,2,14.8,14.1,23.1,18.1,54.8,25.2,26.7,免费评估
79,诺丁汉大学The University of Nottingham,UnitedKingdom,9,14.8,20.0,23.1,18.3,45.0,27.6,26.2,免费评估
80,密歇根州立大学Michigan State University,UnitedStates,46,12.1,0.0,37.7,22.7,51.2,18.6,26.1,免费评估
81,波士顿大学Boston University,UnitedStates,47,14.8,0.0,31.7,26.7,51.6,17.8,25.9,免费评估
81,University of Basel,Switzerland,3,25.0,17.1,20.4,22.4,36.2,35.4,25.9,免费评估
83,伦敦国王学院King's College London,UnitedKingdom,10,16.0,23.1,20.4,16.7,43.9,26.7,25.8,免费评估
84,Stockholm University,Sweden,3,28.4,29.6,15.4,18.5,36.9,19.7,25.6,免费评估
85,布朗大学Brown University,UnitedStates,48,0.0,13.6,28.8,26.7,40.5,28.4,25.4,免费评估
85,University of Goettingen,Germany,4,37.3,20.0,15.4,15.9,40.8,26.0,25.4,免费评估
87,莱斯大学Rice University,UnitedStates,49,21.0,21.9,23.1,22.0,30.4,30.4,25.3,免费评估
88,Texas A&M University - College Station,UnitedStates,50,0.0,0.0,31.7,24.4,55.7,20.8,25.1,免费评估
89,Tokyo Institute of Technology,Japan,5,16.0,0.0,23.1,23.3,51.2,32.5,25.0,免费评估
90,Lund University,Sweden,4,28.4,0.0,24.3,20.2,52.2,18.8,24.7,免费评估
90,麦克马斯特大学McMaster University,Canada,4,16.0,18.9,21.8,14.2,44.6,25.6,24.7,免费评估
90,伯明翰大学University of Birmingham,UnitedKingdom,11,24.2,10.9,21.8,15.2,46.6,27.6,24.7,免费评估
93,University of Freiburg,Germany,5,24.2,20.9,17.2,18.4,38.8,24.4,24.6,免费评估
94,犹他大学University of Utah,UnitedStates,51,0.0,0.0,30.8,28.6,47.1,25.3,24.5,免费评估
95,爱荷华大学University of Iowa,UnitedStates,52,0.0,0.0,33.5,22.4,51.6,21.8,24.3,免费评估
96,University of Strasbourg,France,3,28.4,22.5,18.8,16.7,33.6,23.6,24.2,免费评估
97,印第安纳大学伯明顿主校区Indiana University Bloomington,UnitedStates,53,13.5,17.9,24.3,18.9,40.7,17.8,24.1,免费评估
98,Nagoya University,Japan,6,0.0,14.1,15.4,21.6,52.9,25.8,24.0,免费评估
99,Ecole Normale Superieure - Paris,France,4,46.1,24.5,13.3,14.8,27.3,24.1,23.6,免费评估
100,Arizona State University - Tempe,UnitedStates,54,0.0,14.1,21.8,27.0,42.6,18.1,23.5,免费评估
100,University of Roma - La Sapienza,Italy,1,16.0,15.5,10.9,19.4,53.3,14.8,23.5,免费评估
